# M/Ms Teff L/Ls g R/Rs Li/Li0 F33 F33B F41 F45B F47 F51 FHa F57 F63B F67 F75 F78 F82 F82B F89 G_RSV G G_BP G_RP Age Z
0.03 2614.0 -2.69 4.22 0.222 1.0 18.705 18.705 18.115 17.181 17.029 16.455 14.852 16.321 15.137 14.365 12.247 12.428 11.509 11.714 10.861 11.484 13.413 16.552 11.887 7.176091259055681 0.0152
0.04 2721.0 -2.55 4.28 0.24 1.0 17.641 17.641 16.954 16.115 15.989 15.396 14.004 15.297 14.313 13.603 11.604 11.743 10.95 11.145 10.403 10.882 12.838 15.547 11.358 7.176091259055681 0.0152
0.05 2827.0 -2.41 4.3 0.261 1.0 16.938 16.938 16.213 15.478 15.336 14.836 13.305 14.557 13.623 12.94 11.081 11.205 10.498 10.673 9.994 10.396 12.35 14.847 10.904 7.176091259055681 0.0152
0.06 2892.0 -2.3 4.32 0.282 1.0 16.373 16.373 15.623 14.876 14.749 14.203 12.86 14.016 13.191 12.547 10.739 10.832 10.168 10.344 9.707 10.062 12.006 14.301 10.586 7.176091259055681 0.0152
0.07 2943.0 -2.21 4.32 0.302 1.0 15.942 15.942 15.175 14.454 14.329 13.794 12.497 13.608 12.83 12.206 10.445 10.525 9.892 10.064 9.456 9.78 11.714 13.895 10.313 7.176091259055681 0.0152
0.072 2952.0 -2.19 4.32 0.307 1.0 15.863 15.863 15.094 14.379 14.254 13.722 12.43 13.535 12.763 12.142 10.39 10.468 9.84 10.011 9.408 9.727 11.66 13.822 10.261 7.176091259055681 0.0152
0.075 2965.0 -2.17 4.32 0.312 1.0 15.754 15.754 14.981 14.274 14.149 13.622 12.337 13.432 12.67 12.054 10.314 10.39 9.77 9.94 9.343 9.655 11.585 13.72 10.191 7.176091259055681 0.0152
0.08 2986.0 -2.13 4.32 0.324 1.0 15.56 15.56 14.78 14.09 13.965 13.447 12.174 13.253 12.507 11.898 10.178 10.249 9.641 9.809 9.223 9.524 11.449 13.541 10.062 7.176091259055681 0.0152
0.09 3023.0 -2.06 4.32 0.342 1.0 15.262 15.262 14.43 13.773 13.652 13.149 11.879 12.925 12.212 11.62 9.959 10.015 9.436 9.599 9.036 9.312 11.223 13.223 9.855 7.176091259055681 0.0152
0.1 3056.0 -2.01 4.34 0.355 1.0 15.03 15.03 14.129 13.505 13.386 12.898 11.62 12.633 11.954 11.38 9.786 9.823 9.276 9.433 8.893 9.144 11.039 12.945 9.691 7.176091259055681 0.0152
0.11 3086.0 -1.95 4.34 0.373 1.0 14.78 14.78 13.816 13.228 13.113 12.639 11.356 12.34 11.69 11.132 9.595 9.618 9.097 9.25 8.729 8.958 10.839 12.662 9.509 7.176091259055681 0.0152
0.13 3131.0 -1.84 4.33 0.407 1.0 14.404 14.404 13.418 12.84 12.722 12.261 10.979 11.932 11.313 10.772 9.298 9.307 8.815 8.963 8.464 8.672 10.531 12.266 9.222 7.176091259055681 0.0152
0.15 3169.0 -1.76 4.33 0.438 0.999 14.103 14.103 13.127 12.541 12.416 11.962 10.684 11.617 11.017 10.487 9.057 9.058 8.585 8.73 8.246 8.44 10.282 11.959 8.988 7.176091259055681 0.0152
0.17 3205.0 -1.68 4.33 0.469 0.997 13.822 13.822 12.854 12.261 12.129 11.683 10.409 11.322 10.741 10.222 8.834 8.827 8.372 8.513 8.045 8.225 10.05 11.671 8.771 7.176091259055681 0.0152
0.2 3252.0 -1.59 4.33 0.508 0.985 13.494 13.494 12.533 11.928 11.786 11.35 10.082 10.97 10.411 9.906 8.567 8.551 8.118 8.254 7.803 7.97 9.771 11.329 8.511 7.176091259055681 0.0152
0.3 3374.0 -1.34 4.33 0.623 0.594 12.671 12.671 11.724 11.077 10.909 10.497 9.237 10.062 9.558 9.087 7.887 7.847 7.471 7.596 7.188 7.321 9.052 10.449 7.846 7.176091259055681 0.0152
0.4 3498.0 -1.17 4.34 0.707 0.0 12.064 12.064 11.126 10.43 10.234 9.844 8.584 9.348 8.895 8.458 7.4 7.335 7.014 7.126 6.759 6.864 8.515 9.766 7.366 7.176091259055681 0.0152
0.5 3621.0 -1.03 4.36 0.774 0.0 11.551 11.551 10.62 9.87 9.645 9.281 8.023 8.726 8.321 7.916 6.999 6.913 6.644 6.743 6.415 6.496 8.055 9.173 6.968 7.176091259055681 0.0152
0.6 3748.0 -0.91 4.37 0.834 0.001 11.083 11.083 10.161 9.367 9.117 8.778 7.529 8.176 7.811 7.435 6.646 6.545 6.319 6.408 6.112 6.177 7.642 8.645 6.615 7.176091259055681 0.0152
0.7 3891.0 -0.78 4.38 0.895 0.003 10.593 10.593 9.686 8.853 8.581 8.268 7.032 7.628 7.297 6.95 6.296 6.184 5.999 6.076 5.813 5.864 7.22 8.113 6.26 7.176091259055681 0.0152
0.8 4054.0 -0.65 4.38 0.955 0.021 10.032 10.032 9.173 8.365 8.07 7.833 6.529 7.111 6.793 6.458 5.941 5.821 5.67 5.739 5.504 5.546 6.795 7.603 5.894 7.176091259055681 0.0152
0.9 4263.0 -0.51 4.37 1.02 0.111 9.275 9.275 8.525 7.773 7.471 7.289 5.957 6.532 6.226 5.904 5.538 5.42 5.3 5.358 5.156 5.188 6.304 7.012 5.479 7.176091259055681 0.0152
1.0 4530.0 -0.35 4.36 1.092 0.318 8.255 8.255 7.697 7.036 6.762 6.576 5.382 5.911 5.639 5.348 5.075 4.972 4.873 4.923 4.75 4.773 5.758 6.355 5.018 7.176091259055681 0.0152
1.1 4850.0 -0.15 4.33 1.189 0.576 7.144 7.144 6.796 6.247 6.022 5.806 4.809 5.271 5.039 4.784 4.556 4.465 4.383 4.425 4.281 4.293 5.168 5.671 4.508 7.176091259055681 0.0152
1.2 5264.0 0.09 4.27 1.331 0.77 5.911 5.911 5.792 5.362 5.193 4.953 4.152 4.545 4.353 4.134 3.94 3.863 3.792 3.831 3.719 3.72 4.481 4.895 3.904 7.176091259055681 0.0152
1.3 5754.0 0.4 4.15 1.593 0.88 4.61 4.61 4.669 4.355 4.233 4.012 3.364 3.693 3.536 3.349 3.188 3.125 3.061 3.099 3.019 3.009 3.655 3.987 3.162 7.176091259055681 0.0152
1.4 6422.0 0.7 4.07 1.804 0.938 3.458 3.458 3.586 3.385 3.307 3.14 2.65 2.902 2.784 2.638 2.515 2.467 2.418 2.451 2.406 2.383 2.886 3.126 2.501 7.176091259055681 0.0152
0.01 1395.0 -4.15 4.12 0.145 1.0 28.233 28.233 26.41 24.657 24.143 24.214 19.879 23.862 20.333 19.402 19.089 18.722 17.036 17.151 15.876 16.268 18.715 23.236 17.078 7.301029995663981 0.0152
0.015 2209.0 -3.15 4.1 0.181 1.0 23.725 23.725 23.086 21.046 20.912 19.957 17.296 19.24 17.693 16.859 15.079 14.999 13.71 13.95 12.736 13.821 15.547 19.502 13.912 7.301029995663981 0.0152
0.02 2411.0 -2.92 4.14 0.198 1.0 20.829 20.829 20.374 18.959 18.792 18.065 16.184 17.887 16.499 15.676 13.555 13.686 12.535 12.776 11.729 12.625 14.442 18.106 12.852 7.301029995663981 0.0152
0.03 2555.0 -2.84 4.34 0.194 1.0 19.71 19.71 19.186 17.976 17.792 17.176 15.479 17.036 15.773 14.978 12.837 13.019 12.014 12.233 11.32 12.016 13.928 17.272 12.378 7.301029995663981 0.0152
0.04 2681.0 -2.68 4.38 0.213 1.0 18.279 18.279 17.635 16.664 16.507 15.912 14.457 15.801 14.764 14.036 11.997 12.149 11.314 11.513 10.74 11.253 13.211 16.057 11.716 7.301029995663981 0.0152
0.05 2811.0 -2.52 4.4 0.233 1.0 17.39 17.39 16.684 15.902 15.728 15.269 13.596 14.893 13.911 13.213 11.359 11.493 10.779 10.951 10.261 10.67 12.631 15.205 11.178 7.301029995663981 0.0152
0.06 2883.0 -2.41 4.42 0.251 1.0 16.752 16.752 16.015 15.21 15.06 14.525 13.123 14.296 13.456 12.807 11.004 11.099 10.431 10.607 9.967 10.321 12.271 14.596 10.848 7.301029995663981 0.0152
0.07 2940.0 -2.31 4.42 0.271 1.0 16.258 16.258 15.502 14.723 14.58 14.042 12.726 13.839 13.063 12.441 10.689 10.765 10.133 10.305 9.698 10.017 11.955 14.139 10.554 7.301029995663981 0.0152
0.072 2950.0 -2.29 4.42 0.275 1.0 16.173 16.173 15.415 14.643 14.5 13.966 12.656 13.761 12.993 12.374 10.631 10.705 10.079 10.251 9.649 9.962 11.898 14.061 10.501 7.301029995663981 0.0152
0.075 2964.0 -2.27 4.42 0.279 1.0 16.057 16.057 15.294 14.532 14.389 13.861 12.557 13.652 12.894 12.281 10.553 10.623 10.007 10.176 9.583 9.887 11.82 13.953 10.428 7.301029995663981 0.0152
0.08 2986.0 -2.22 4.42 0.29 1.0 15.85 15.85 15.08 14.338 14.197 13.678 12.386 13.464 12.723 12.118 10.412 10.477 9.874 10.042 9.46 9.752 11.68 13.766 10.296 7.301029995663981 0.0152
0.09 3025.0 -2.15 4.42 0.306 1.0 15.538 15.538 14.71 14.009 13.872 13.369 12.079 13.122 12.417 11.83 10.188 10.237 9.666 9.828 9.27 9.536 11.448 13.434 10.084 7.301029995663981 0.0152
0.1 3059.0 -2.1 4.43 0.319 1.0 15.279 15.279 14.375 13.716 13.583 13.098 11.799 12.807 12.138 11.569 9.999 10.029 9.49 9.647 9.112 9.353 11.247 13.133 9.904 7.301029995663981 0.0152
0.11 3090.0 -2.03 4.43 0.336 0.999 15.015 15.015 14.04 13.424 13.297 12.827 11.522 12.499 11.861 11.31 9.803 9.816 9.307 9.458 8.945 9.163 11.04 12.836 9.717 7.301029995663981 0.0152
0.13 3141.0 -1.93 4.42 0.366 0.996 14.616 14.616 13.632 13.022 12.89 12.432 11.129 12.073 11.467 10.934 9.497 9.496 9.018 9.163 8.674 8.87 10.721 12.422 9.421 7.301029995663981 0.0152
0.15 3182.0 -1.84 4.42 0.396 0.987 14.287 14.287 13.315 12.7 12.561 12.111 10.812 11.735 11.15 10.629 9.239 9.229 8.772 8.914 8.441 8.622 10.454 12.092 9.171 7.301029995663981 0.0152
0.17 3215.0 -1.77 4.42 0.422 0.96 14.026 14.026 13.062 12.44 12.296 11.852 10.558 11.463 10.894 10.383 9.031 9.014 8.573 8.712 8.252 8.422 10.237 11.827 8.968 7.301029995663981 0.0152
0.2 3263.0 -1.67 4.41 0.46 0.852 13.677 13.677 12.723 12.092 11.939 11.505 10.22 11.101 10.553 10.056 8.751 8.726 8.305 8.44 7.997 8.154 9.945 11.472 8.695 7.301029995663981 0.0152
0.3 3392.0 -1.42 4.41 0.565 0.006 12.822 12.822 11.885 11.216 11.038 10.629 9.353 10.168 9.678 9.216 8.057 8.007 7.646 7.768 7.371 7.494 9.208 10.568 8.016 7.301029995663981 0.0152
0.4 3500.0 -1.25 4.42 0.643 0.0 12.248 12.248 11.323 10.615 10.416 10.025 8.751 9.515 9.066 8.632 7.594 7.525 7.21 7.321 6.957 7.058 8.702 9.939 7.559 7.301029995663981 0.0152
0.5 3609.0 -1.11 4.43 0.71 0.0 11.747 11.747 10.829 10.078 9.855 9.487 8.214 8.926 8.518 8.112 7.196 7.109 6.839 6.939 6.609 6.69 8.253 9.374 7.164 7.301029995663981 0.0152
0.6 3733.0 -0.98 4.44 0.771 0.0 11.266 11.266 10.356 9.564 9.317 8.973 7.711 8.368 7.999 7.621 6.829 6.727 6.5 6.589 6.291 6.356 7.827 8.837 6.796 7.301029995663981 0.0152
0.7 3894.0 -0.85 4.45 0.829 0.0 10.731 10.731 9.838 9.006 8.735 8.42 7.175 7.776 7.445 7.098 6.451 6.339 6.154 6.232 5.969 6.02 7.372 8.261 6.414 7.301029995663981 0.0152
0.8 4102.0 -0.69 4.44 0.895 0.009 10.032 10.032 9.207 8.432 8.128 7.937 6.558 7.158 6.832 6.493 6.016 5.892 5.749 5.816 5.59 5.629 6.855 7.651 5.964 7.301029995663981 0.0152
0.9 4406.0 -0.5 4.42 0.966 0.089 8.926 8.926 8.279 7.569 7.277 7.1 5.828 6.384 6.094 5.788 5.483 5.374 5.267 5.32 5.135 5.162 6.201 6.845 5.424 7.301029995663981 0.0152
1.0 4793.0 -0.28 4.39 1.057 0.308 7.549 7.549 7.169 6.599 6.364 6.158 5.125 5.598 5.36 5.099 4.864 4.772 4.686 4.73 4.582 4.596 5.488 6.006 4.815 7.301029995663981 0.0152
1.1 5302.0 0.01 4.32 1.198 0.575 6.06 6.06 5.961 5.539 5.372 5.135 4.347 4.735 4.545 4.329 4.138 4.062 3.991 4.031 3.922 3.921 4.673 5.08 4.103 7.301029995663981 0.0152
1.2 5911.0 0.35 4.21 1.43 0.77 4.6 4.6 4.699 4.413 4.301 4.093 3.483 3.794 3.646 3.47 3.317 3.258 3.196 3.234 3.163 3.15 3.762 4.072 3.294 7.301029995663981 0.0152
1.3 6330.0 0.41 4.3 1.34 0.88 4.18 4.18 4.345 4.127 4.042 3.867 3.351 3.616 3.491 3.339 3.21 3.16 3.108 3.142 3.093 3.071 3.597 3.851 3.194 7.301029995663981 0.0152
1.4 6475.0 0.5 4.28 1.415 0.938 3.903 3.903 4.069 3.872 3.794 3.631 3.147 3.395 3.278 3.135 3.013 2.966 2.918 2.95 2.908 2.884 3.38 3.617 3.0 7.301029995663981 0.0152
0.01 1346.0 -4.23 4.14 0.141 1.0 28.546 28.546 26.749 25.027 24.395 24.906 20.662 24.676 21.039 20.099 19.794 19.304 17.447 17.44 16.043 16.507 18.989 24.002 17.315 7.3979400086720375 0.0152
0.015 2181.0 -3.2 4.12 0.177 1.0 24.188 24.188 23.433 21.331 21.198 20.225 17.424 19.405 17.834 17.001 15.299 15.183 13.889 14.123 12.891 13.981 15.708 19.664 14.069 7.3979400086720375 0.0152
0.02 2306.0 -3.12 4.27 0.172 1.0 22.669 22.669 22.168 20.298 20.078 19.348 16.856 18.753 17.216 16.377 14.452 14.507 13.239 13.481 12.327 13.331 15.11 19.005 13.491 7.3979400086720375 0.0152
0.03 2500.0 -2.95 4.41 0.178 1.0 20.531 20.531 20.04 18.516 18.341 17.594 15.983 17.568 16.303 15.503 13.35 13.506 12.421 12.663 11.705 12.458 14.351 17.794 12.785 7.3979400086720375 0.0152
0.04 2655.0 -2.76 4.45 0.196 1.0 18.833 18.833 18.235 17.177 16.981 16.434 14.798 16.223 15.096 14.345 12.287 12.461 11.586 11.785 10.977 11.528 13.483 16.494 11.974 7.3979400086720375 0.0152
0.05 2792.0 -2.6 4.47 0.214 1.0 17.758 17.758 17.069 16.238 16.043 15.604 13.846 15.178 14.159 13.448 11.585 11.729 11.001 11.173 10.47 10.89 12.856 15.502 11.395 7.3979400086720375 0.0152
0.06 2874.0 -2.48 4.49 0.231 1.0 17.051 17.051 16.327 15.481 15.312 14.793 13.326 14.519 13.658 13.003 11.203 11.301 10.63 10.804 10.16 10.515 12.47 14.832 11.043 7.3979400086720375 0.0152
0.07 2935.0 -2.38 4.49 0.249 1.0 16.509 16.509 15.761 14.936 14.779 14.239 12.908 14.023 13.248 12.626 10.878 10.952 10.32 10.492 9.886 10.201 12.143 14.333 10.741 7.3979400086720375 0.0152
0.072 2946.0 -2.36 4.49 0.253 1.0 16.419 16.419 15.668 14.852 14.696 14.16 12.834 13.941 13.174 12.556 10.819 10.89 10.265 10.436 9.836 10.144 12.084 14.251 10.686 7.3979400086720375 0.0152
0.075 2961.0 -2.34 4.49 0.257 1.0 16.296 16.296 15.541 14.736 14.581 14.05 12.732 13.827 13.072 12.459 10.739 10.806 10.19 10.36 9.768 10.068 12.004 14.139 10.612 7.3979400086720375 0.0152
0.08 2985.0 -2.3 4.49 0.266 1.0 16.079 16.079 15.316 14.534 14.38 13.859 12.553 13.63 12.894 12.29 10.594 10.655 10.055 10.222 9.643 9.929 11.86 13.943 10.477 7.3979400086720375 0.0152
0.09 3026.0 -2.22 4.49 0.283 0.999 15.733 15.733 14.905 14.174 14.026 13.524 12.22 13.259 12.561 11.977 10.351 10.394 9.828 9.99 9.436 9.696 11.608 13.582 10.247 7.3979400086720375 0.0152
0.1 3061.0 -2.16 4.5 0.295 0.998 15.462 15.462 14.553 13.87 13.727 13.243 11.929 12.932 12.271 11.708 10.157 10.18 9.649 9.805 9.275 9.508 11.4 13.269 10.062 7.3979400086720375 0.0152
0.11 3094.0 -2.1 4.5 0.31 0.995 15.188 15.188 14.204 13.569 13.434 12.965 11.645 12.615 11.987 11.442 9.958 9.964 9.463 9.614 9.106 9.316 11.19 12.963 9.871 7.3979400086720375 0.0152
0.13 3148.0 -2.0 4.49 0.338 0.974 14.776 14.776 13.794 13.161 13.019 12.562 11.244 12.182 11.586 11.059 9.648 9.639 9.171 9.315 8.832 9.02 10.865 12.543 9.572 7.3979400086720375 0.0152
0.15 3194.0 -1.9 4.49 0.365 0.914 14.427 14.427 13.46 12.821 12.672 12.224 10.909 11.823 11.251 10.737 9.382 9.363 8.919 9.059 8.595 8.766 10.588 12.193 9.315 7.3979400086720375 0.0152
0.17 3228.0 -1.83 4.48 0.391 0.774 14.157 14.157 13.199 12.555 12.401 11.96 10.653 11.549 10.992 10.488 9.166 9.142 8.712 8.849 8.398 8.559 10.364 11.924 9.105 7.3979400086720375 0.0152
0.2 3276.0 -1.73 4.48 0.425 0.346 13.81 13.81 12.863 12.211 12.049 11.619 10.321 11.193 10.657 10.167 8.892 8.859 8.45 8.583 8.148 8.297 10.077 11.576 8.837 7.3979400086720375 0.0152
0.3 3410.0 -1.48 4.48 0.521 0.0 12.939 12.939 12.012 11.323 11.137 10.732 9.443 10.249 9.77 9.316 8.193 8.135 7.788 7.907 7.518 7.634 9.332 10.659 8.151 7.3979400086720375 0.0152
0.4 3507.0 -1.31 4.49 0.599 0.0 12.372 12.372 11.457 10.739 10.535 10.146 8.861 9.622 9.178 8.748 7.73 7.656 7.348 7.458 7.098 7.196 8.83 10.051 7.693 7.3979400086720375 0.0152
0.5 3604.0 -1.18 4.49 0.662 0.0 11.893 11.893 10.985 10.231 10.007 9.637 8.354 9.07 8.662 8.256 7.347 7.259 6.99 7.089 6.76 6.84 8.401 9.52 7.313 7.3979400086720375 0.0152
0.6 3731.0 -1.04 4.49 0.725 0.0 11.389 11.389 10.489 9.695 9.449 9.103 7.831 8.493 8.123 7.745 6.959 6.857 6.63 6.719 6.422 6.486 7.955 8.963 6.926 7.3979400086720375 0.0152
0.7 3916.0 -0.88 4.49 0.789 0.0 10.775 10.775 9.892 9.059 8.786 8.475 7.229 7.827 7.499 7.155 6.527 6.414 6.234 6.31 6.052 6.101 7.438 8.312 6.489 7.3979400086720375 0.0152
0.8 4186.0 -0.69 4.47 0.858 0.006 9.884 9.884 9.097 8.329 8.022 7.84 6.477 7.065 6.75 6.419 6.001 5.88 5.75 5.813 5.599 5.635 6.803 7.553 5.946 7.3979400086720375 0.0152
0.9 4601.0 -0.45 4.45 0.938 0.084 8.37 8.37 7.864 7.224 6.957 6.773 5.616 6.132 5.869 5.585 5.326 5.225 5.13 5.178 5.013 5.033 5.992 6.567 5.27 7.3979400086720375 0.0152
1.0 5147.0 -0.15 4.39 1.056 0.307 6.676 6.676 6.499 6.034 5.847 5.615 4.763 5.173 4.971 4.743 4.54 4.46 4.386 4.426 4.306 4.309 5.101 5.538 4.501 7.3979400086720375 0.0152
1.1 5796.0 0.18 4.31 1.22 0.575 5.117 5.117 5.198 4.888 4.766 4.551 3.911 4.236 4.081 3.897 3.738 3.675 3.612 3.65 3.573 3.562 4.199 4.526 3.712 7.3979400086720375 0.0152
1.2 6102.0 0.22 4.39 1.156 0.77 4.777 4.777 4.934 4.679 4.578 4.386 3.817 4.108 3.971 3.805 3.662 3.607 3.55 3.586 3.526 3.508 4.082 4.367 3.643 7.3979400086720375 0.0152
1.3 6271.0 0.35 4.34 1.276 0.88 4.352 4.352 4.519 4.292 4.203 4.023 3.494 3.766 3.637 3.482 3.349 3.297 3.244 3.278 3.227 3.206 3.744 4.007 3.332 7.3979400086720375 0.0152
1.4 6622.0 0.55 4.27 1.432 0.938 3.728 3.728 3.889 3.711 3.64 3.488 3.036 3.268 3.159 3.024 2.91 2.867 2.822 2.852 2.817 2.791 3.256 3.476 2.899 7.3979400086720375 0.0152
0.015 2139.0 -3.26 4.15 0.171 1.0 24.806 24.806 23.861 21.69 21.555 20.568 17.59 19.621 18.019 17.188 15.617 15.445 14.15 14.373 13.119 14.207 15.942 19.869 14.299 7.477121254719663 0.0152
0.02 2184.0 -3.29 4.34 0.159 1.0 25.33 25.33 24.272 22.114 21.961 20.999 17.716 19.791 18.116 17.27 15.624 15.494 14.188 14.392 13.124 14.189 15.963 20.057 14.313 7.477121254719663 0.0152
0.03 2448.0 -3.05 4.47 0.167 1.0 21.458 21.458 20.974 19.303 19.068 18.41 16.304 18.027 16.629 15.81 13.734 13.89 12.743 12.975 11.945 12.775 14.644 18.294 13.06 7.477121254719663 0.0152
0.04 2632.0 -2.83 4.51 0.185 1.0 19.312 19.312 18.755 17.628 17.397 16.898 15.082 16.587 15.373 14.599 12.523 12.719 11.806 12.005 11.163 11.752 13.704 16.871 12.181 7.477121254719663 0.0152
0.05 2755.0 -2.68 4.53 0.2 1.0 18.106 18.106 17.431 16.477 16.285 15.773 14.158 15.477 14.476 13.766 11.845 11.986 11.223 11.408 10.689 11.126 13.097 15.783 11.627 7.477121254719663 0.0152
0.06 2860.0 -2.55 4.54 0.217 1.0 17.338 17.338 16.625 15.749 15.563 15.068 13.515 14.741 13.849 13.183 11.375 11.48 10.796 10.971 10.317 10.68 12.641 15.064 11.208 7.477121254719663 0.0152
0.07 2925.0 -2.45 4.55 0.233 1.0 16.778 16.778 16.042 15.179 15.008 14.482 13.095 14.231 13.441 12.812 11.056 11.129 10.488 10.663 10.051 10.369 12.319 14.549 10.911 7.477121254719663 0.0152
0.072 2936.0 -2.43 4.55 0.236 1.0 16.684 16.684 15.946 15.093 14.921 14.4 13.019 14.146 13.365 12.74 10.995 11.066 10.432 10.606 10.0 10.311 12.258 14.465 10.855 7.477121254719663 0.0152
0.075 2952.0 -2.4 4.55 0.241 1.0 16.537 16.537 15.794 14.956 14.786 14.27 12.9 14.014 13.246 12.628 10.9 10.967 10.344 10.516 9.918 10.22 12.163 14.333 10.766 7.477121254719663 0.0152
0.08 2977.0 -2.36 4.55 0.249 0.999 16.329 16.329 15.579 14.762 14.594 14.088 12.73 13.825 13.076 12.467 10.765 10.825 10.218 10.388 9.804 10.092 12.029 14.146 10.641 7.477121254719663 0.0152
0.09 3020.0 -2.28 4.55 0.264 0.997 15.96 15.96 15.154 14.388 14.226 13.736 12.394 13.448 12.74 12.151 10.516 10.559 9.987 10.151 9.593 9.854 11.773 13.777 10.407 7.477121254719663 0.0152
0.1 3056.0 -2.22 4.55 0.277 0.99 15.666 15.666 14.77 14.058 13.905 13.428 12.089 13.103 12.435 11.868 10.309 10.333 9.796 9.953 9.421 9.655 11.553 13.444 10.211 7.477121254719663 0.0152
0.11 3089.0 -2.16 4.56 0.289 0.973 15.397 15.397 14.421 13.758 13.613 13.147 11.813 12.791 12.159 11.611 10.121 10.127 9.622 9.773 9.263 9.474 11.353 13.142 10.031 7.477121254719663 0.0152
0.13 3145.0 -2.05 4.55 0.317 0.888 14.953 14.953 13.966 13.316 13.168 12.713 11.385 12.326 11.73 11.203 9.792 9.783 9.313 9.458 8.975 9.161 11.009 12.69 9.715 7.477121254719663 0.0152
0.15 3193.0 -1.96 4.55 0.342 0.653 14.591 14.591 13.622 12.966 12.811 12.364 11.04 11.954 11.384 10.872 9.523 9.502 9.059 9.199 8.736 8.904 10.727 12.329 9.455 7.477121254719663 0.0152
0.17 3231.0 -1.88 4.54 0.366 0.297 14.304 14.304 13.347 12.686 12.525 12.087 10.769 11.664 11.111 10.61 9.3 9.272 8.847 8.983 8.534 8.692 10.494 12.045 9.238 7.477121254719663 0.0152
0.2 3279.0 -1.78 4.54 0.398 0.008 13.952 13.952 13.006 12.339 12.171 11.743 10.435 11.306 10.774 10.286 9.023 8.987 8.583 8.714 8.282 8.428 10.205 11.693 8.968 7.477121254719663 0.0152
0.3 3413.0 -1.54 4.54 0.488 0.0 13.073 13.073 12.151 11.451 11.26 10.856 9.558 10.363 9.887 9.436 8.325 8.264 7.921 8.039 7.653 7.766 9.459 10.777 8.282 7.477121254719663 0.0152
0.4 3508.0 -1.36 4.54 0.564 0.0 12.497 12.497 11.586 10.861 10.654 10.265 8.972 9.734 9.292 8.864 7.854 7.779 7.473 7.582 7.225 7.32 8.951 10.166 7.817 7.477121254719663 0.0152
0.5 3602.0 -1.23 4.54 0.627 0.0 12.014 12.014 11.111 10.353 10.128 9.758 8.468 9.186 8.778 8.373 7.467 7.377 7.109 7.209 6.88 6.959 8.52 9.638 7.432 7.477121254719663 0.0152
0.6 3739.0 -1.08 4.54 0.692 0.0 11.466 11.466 10.572 9.774 9.525 9.181 7.905 8.565 8.198 7.821 7.047 6.943 6.72 6.808 6.514 6.576 8.038 9.037 7.013 7.477121254719663 0.0152
0.7 3960.0 -0.9 4.52 0.758 0.0 10.748 10.748 9.877 9.039 8.761 8.458 7.217 7.805 7.485 7.147 6.552 6.439 6.268 6.342 6.092 6.138 7.444 8.292 6.514 7.477121254719663 0.0152
0.8 4320.0 -0.66 4.5 0.834 0.005 9.53 9.53 8.826 8.086 7.784 7.609 6.291 6.862 6.561 6.244 5.903 5.789 5.674 5.731 5.536 5.566 6.652 7.335 5.844 7.477121254719663 0.0152
0.9 4848.0 -0.37 4.46 0.925 0.083 7.698 7.698 7.352 6.798 6.568 6.36 5.354 5.817 5.585 5.329 5.1 5.01 4.926 4.969 4.825 4.838 5.714 6.219 5.052 7.477121254719663 0.0152
1.0 5520.0 -0.03 4.39 1.053 0.307 5.907 5.907 5.907 5.536 5.39 5.161 4.443 4.802 4.628 4.427 4.251 4.182 4.114 4.153 4.059 4.054 4.753 5.122 4.221 7.477121254719663 0.0152
1.1 5897.0 0.07 4.44 1.045 0.575 5.288 5.288 5.407 5.113 4.996 4.789 4.171 4.485 4.336 4.158 4.004 3.945 3.883 3.921 3.85 3.838 4.453 4.766 3.981 7.477121254719663 0.0152
1.2 6052.0 0.19 4.41 1.133 0.77 4.888 4.888 5.039 4.774 4.67 4.474 3.893 4.19 4.049 3.88 3.735 3.679 3.621 3.657 3.595 3.578 4.162 4.454 3.715 7.477121254719663 0.0152
1.3 6335.0 0.38 4.33 1.287 0.88 4.258 4.258 4.429 4.211 4.126 3.951 3.436 3.701 3.576 3.424 3.294 3.245 3.193 3.226 3.178 3.156 3.681 3.936 3.279 7.477121254719663 0.0152
1.4 6743.0 0.56 4.29 1.4 0.938 3.664 3.664 3.823 3.656 3.589 3.446 3.019 3.237 3.135 3.007 2.899 2.859 2.817 2.846 2.816 2.789 3.229 3.435 2.89 7.477121254719663 0.0152
0.015 1996.0 -3.45 4.22 0.158 1.0 26.684 26.684 25.179 23.06 22.918 21.907 18.26 20.397 18.703 17.874 16.628 16.323 15.13 15.267 13.936 14.998 16.768 20.644 15.11 7.6020599913279625 0.0152
0.02 2005.0 -3.52 4.42 0.144 1.0 26.85 26.85 25.232 23.127 22.982 21.979 18.314 20.495 18.768 17.938 16.741 16.449 15.246 15.371 14.031 15.066 16.864 20.714 15.205 7.6020599913279625 0.0152
0.03 2366.0 -3.18 4.55 0.153 1.0 22.713 22.713 22.245 20.366 20.073 19.496 16.768 18.681 17.12 16.28 14.355 14.468 13.223 13.451 12.325 13.246 15.09 18.968 13.481 7.6020599913279625 0.0152
0.04 2581.0 -2.95 4.59 0.167 1.0 20.269 20.269 19.754 18.418 18.155 17.665 15.641 17.259 15.947 15.144 13.043 13.239 12.234 12.449 11.545 12.2 14.147 17.551 12.599 7.6020599913279625 0.0152
