name,RA_ICRS,DE_ICRS,Dist,e_Dist,logage,e_logage,Av,e_Av,r_memb,m_binsize,m_memb,M_class,P_class,R_class,rc,rt,c,n0,unc_rc_max,unc_rt_max,unc_c_max,unc_n0_max,unc_rc_min,unc_rt_min,unc_c_min,unc_n0_min,steps_emcee,M_bp,M_rp,M(rt)_dv,M_bp_dv,M_rp_dv,M(rt_min),M(rt),M(rt_max),unc_M(rt_min),unc_M(rt),unc_M(rt_max)
ASCC_105,295.6291,27.3637,545,8,8.328,0.138,0.45,0.039,0.5,0.5,0.5,M2,P1,R2,5.48805,7.68924,0.05409,9.23754,1.0481,2.5926,0.03,5.7036,-1.4473,-0.9528,-0.0225,-5.2807,200000,119.031,146.65200000000004,147.537,133.016,148.92700000000005,131.526,144.02100000000004,167.03900000000004,5.37,5.6160000000000005,5.735
ASCC_108,298.3162,39.3132,1138,31,8.334,0.108,0.464,0.071,0.5,0.5,0.5,M2,P1,R1,9.13485,16.50477,0.03394,3.00779,2.7228,8.9161,0.0131,3.4479,-2.3368,-2.7589,-0.0096,-1.5232,100000,454.424,498.485,470.692,456.849,492.283,420.227,470.207,618.174,9.201,9.622,11.977
ASCC_11,53.0779,44.8787,849,20,8.66,0.063,0.917,0.075,0.5,0.5,0.5,M2,P1,R2,1.84451,23.12676,0.0386,8.90986,0.048,5.0273,0.0187,0.3048,-0.0458,-3.7012,-0.0129,-0.2676,100000,712.1410000000002,714.555,698.4830000000002,713.432,712.2710000000002,683.7760000000002,692.225,692.225,14.754000000000001,13.564,13.661
ASCC_110,300.7723,33.5487,1583,143,8.795,0.084,1.228,0.122,0.8,1.0,0.8,M2,P2,R1,4.61308,8.96359,0.03134,2.55411,1.6786,10.267000000000001,0.0149,3.3946,-1.5885,-1.9691,-0.0083,-1.5009,100000,274.34,254.871,262.797,280.942,280.813,243.071,250.741,284.37,15.411,12.302999999999999,15.07
ASCC_111,302.7576,37.4883,819,18,8.507,0.209,0.605,0.084,0.5,0.5,0.5,M2,P1,R1,4.35458,11.87036,0.04144,3.30555,2.2768,25.8198,0.0224,6.59,-1.3455,-3.6186,-0.0149,-1.5191,100000,271.776,274.92900000000003,256.918,259.543,263.163,206.827,267.993,395.9980000000001,6.681,8.324,9.782
ASCC_12,72.4335,41.7837,1010,36,8.356,0.262,1.088,0.08199999999999999,0.5,0.5,0.5,M2,P1,R2,6.15851,8.09501,0.06828,14.116970000000002,0.9293,1.5519999999999998,0.0331,7.0594,-1.3359999999999999,-0.6656,-0.0287,-6.8777,100000,340.73,352.324,325.697,331.4790000000001,339.55,323.983,333.645,370.358,9.801,11.421,9.862
ASCC_127,347.1807,64.9151,365,10,7.496,0.131,0.6679999999999999,0.08,0.5,0.5,0.5,M1,P1,R2,2.77665,14.05385,0.13103,4.32416,2.0971,48.5964,0.1256,11.0538,-0.7417,-7.2827,-0.0793,-1.1872,100000,157.77100000000004,178.45,169.761,163.719,179.963,144.751,160.834,160.834,10.933,11.302,11.036
ASCC_13,78.3057,44.4212,1066,26,7.615,0.098,0.915,0.027000000000000003,0.5,0.5,0.5,M2,P1,R1,4.28727,7.924689999999999,0.03885,3.79971,1.3458,5.8267,0.0135,4.5528,-1.2233,-1.376,-0.0117,-2.0566,200000,145.203,145.203,144.939,144.639,144.975,137.68,147.46,237.742,10.456,9.134,14.12
ASCC_16,81.2025,1.6256,348,3,7.087999999999999,0.061,0.224,0.045,0.5,0.5,0.5,M2,P1,R2,3.25796,4.78291,0.5191600000000001,52.75253000000001,0.6586,1.8187,0.2571,39.0259,-0.8215,-0.5533,-0.2804,-28.6744,200000,159.08,176.3,192.361,188.331,206.4,149.24,161.54,183.68,8.827,8.085,7.024
ASCC_29,103.5647,-1.6507,1008,24,7.892,0.165,0.4,0.046,0.5,1.0,0.5,M2,P1,R2,1.87202,14.23432,0.10897,3.1594900000000004,1.2381,50.8894,0.1055,6.7445,-0.4107,-9.1928,-0.0642,-0.6461,100000,160.145,150.18,145.239,161.48,155.344,116.728,131.675,131.675,5.916,7.1610000000000005,7.274
ASCC_32,105.7112,-26.5758,792,11,7.432,0.022,0.22,0.019,0.5,0.5,0.5,M2,P1,R1,6.4911400000000015,33.21587,0.03864,1.5299,1.1005,23.0086,0.0238,0.5094,-0.7496,-10.4032,-0.0135,-0.2641,100000,559.616,702.247,736.288,668.072,739.798,696.7919999999998,696.7919999999998,696.7919999999998,16.023,17.97,19.754
ASCC_6,26.8538,57.7058,1444,27,7.852,0.104,0.994,0.046,0.5,0.5,0.5,M2,P1,R1,2.71142,12.65634,0.05269,4.5899,0.6304,9.5486,0.036000000000000004,2.2155,-0.3851,-4.1096,-0.0233,-0.9193,200000,453.388,436.306,472.212,473.152,458.27,392.889,454.1,475.452,10.495999999999999,10.432,9.618
ASCC_67,175.2892,-60.9906,1921,89,7.483,0.227,0.81,0.044,0.5,1.0,0.5,M2,P1,R2,1.83921,28.79689,0.0299,1.14047,0.3864,41.6491,0.0127,0.3185,-0.2073,-17.6449,-0.0072,-0.1033,200000,347.709,395.959,217.378,319.873,339.0630000000001,156.239,180.747,180.747,5.527,6.2139999999999995,5.785
ASCC_77,212.72299999999998,-62.3219,1068,56,8.083,0.256,0.8059999999999999,0.093,0.5,0.5,0.5,M2,P1,R1,3.37404,5.1831,0.20539,30.75177,0.8146,2.8134,0.1698,24.8847,-1.0655,-0.7206,-0.125,-18.6164,200000,348.509,358.095,356.379,359.755,367.591,317.698,345.086,414.924,11.295,10.35,10.415999999999999
ASCC_87,255.5511,-28.3629,774,26,8.684,0.124,0.6509999999999999,0.102,0.5,1.0,0.5,M2,P1,R2,2.08362,36.65891,0.03305,1.06326,1.1686,40.9557,0.0167,0.5255,-0.5166,-26.1825,-0.0095,-0.1639,100000,238.99,244.421,182.318,247.981,256.242,117.081,149.67,149.67,7.4910000000000005,7.77,7.756
ASCC_88,256.8848,-35.5211,864,28,8.538,0.24,1.851,0.187,0.7,0.5,0.7,M2,P1,R1,3.9648,10.36358,0.02783,3.91218,1.4082,4.5471,0.0107,3.7657,-0.8036,-2.2382,-0.0057,-1.2472,100000,221.961,199.26,246.735,243.58900000000003,234.115,221.33,223.853,239.617,10.061,10.398,10.193999999999999
ASCC_99,282.226,-18.4123,294,0,8.488999999999999,0.181,0.762,0.09,0.5,1.0,0.5,M2,P1,R1,3.55985,9.23422,0.09717,3.66597,1.9632,40.296,0.0835,7.4276,-1.2637,-2.8388,-0.0546,-1.9051,100000,83.866,105.305,95.047,98.191,112.829,64.949,76.29899999999998,76.29899999999998,5.13,4.8069999999999995,4.704
Alessi_10,301.20599999999996,-10.5452,445,9,8.547,0.131,0.496,0.066,0.5,0.5,0.5,M1,P1,R1,0.94852,3.065,0.27605,22.10293,0.5191,25.3327,0.1469,45.6085,-0.2707,-1.1263,-0.1776,-9.6313,500000,83.866,78.821,75.454,77.03,74.639,59.904,81.97399999999998,136.203,5.112,5.224,6.935
Alessi_12,310.9028,23.8969,539,10,8.195,0.127,0.248,0.087,0.5,0.5,0.5,M1,P1,R2,8.66723,11.32153,0.09783,14.22015,1.2551,2.1792,0.0358,7.0376,-1.7785,-0.8569,-0.0372,-6.7749,100000,393.302,419.477,426.757,413.697,426.995,393.973,416.121,463.102,10.795,12.140999999999998,11.298
Alessi_13,51.6126,-35.6459,104,1,7.769,0.121,0.039,0.026,0.5,1.0,0.5,M1,P1,R2,1.40821,10.97572,0.02917,4.25504,0.1741,9.5938,0.0134,0.6442,-0.1638,-3.0958,-0.0068,-0.4908,100000,23.934,22.484,24.118,25.245,24.87,21.759,21.759,23.209,2.114,2.24,2.144
Alessi_3,109.6999,-46.026,278,0,8.902000000000003,0.057,0.17800000000000002,0.059,0.5,0.5,0.5,M1,P1,R1,8.75271,12.26608,0.03113,6.40431,1.6114,2.8710000000000004,0.0129,3.9982,-2.0233,-1.2052,-0.0079,-3.1893,100000,114.137,118.172,136.343,132.405,138.74,116.442,121.63,134.889,8.294,7.135,8.241
Alessi_31,267.6653,-11.8817,651,11,8.054,0.308,2.147,0.175,0.5,0.5,0.5,M2,P2,R2,1.7829700000000002,28.58042,0.04046,6.24539,0.094,22.4335,0.0296,0.4268,-0.0845,-9.3723,-0.0151,-0.3262,100000,535.43,537.485,545.369,529.977,534.992,557.341,557.341,557.341,12.705,13.989,12.655
Alessi_37,342.0186,46.3276,706,8,8.366,0.147,0.6759999999999999,0.058,0.5,0.5,0.5,M1,P1,R2,2.5053400000000003,32.57147,0.04825,2.75911,0.3083,36.5472,0.037000000000000005,0.5238,-0.2097,-15.9447,-0.0204,-0.2302,100000,329.78,325.271,328.136,326.301,328.735,331.0680000000001,331.0680000000001,331.0680000000001,8.852,10.292,8.898
Alessi_43,132.6413,-41.76300000000001,937,4,6.763,0.058,0.912,0.054000000000000006,0.9,0.5,0.9,M2,P1,R1,3.53565,8.14098,0.12972,10.18086,1.6802,23.7663,0.1258,17.1853,-1.2534,-2.0711,-0.0785,-5.6552,100000,327.886,426.854,399.703,364.719,399.661,422.551,445.787,467.302,20.16,19.04,20.708000000000002
Alessi_5,160.6215,-61.118,395,1,7.785,0.136,0.404,0.125,0.5,0.5,0.5,M1,P1,R1,1.77137,15.96355,0.08749,13.79956,0.2974,26.4433,0.0845,3.2739,-0.2035,-6.4703,-0.0489,-1.7286,100000,410.512,446.776,411.535,422.6,435.805,359.017,408.336,441.699,17.705,18.334,18.97
Alessi_6,220.0859,-66.13600000000001,865,21,8.785,0.022,0.879,0.154,0.5,0.5,0.5,M1,P1,R2,1.46177,33.64457,0.04119,7.3822,0.1059,34.8262,0.0292,0.5507,-0.0832,-15.1083,-0.0155,-0.3449,100000,438.354,430.684,442.615,460.829,458.74300000000005,414.165,414.165,414.165,9.829,12.027000000000001,11.582
Alessi_62,284.0243,21.5756,617,8,8.997,0.034,0.846,0.07200000000000001,0.5,1.0,0.5,M2,P1,R1,1.92651,10.71947,0.26792,9.22261,1.3007,50.8182,0.2708,27.8878,-0.4876,-6.3662,-0.1763,-2.5568,100000,289.339,306.2270000000001,313.291,306.624,319.0440000000001,201.524,297.22,297.22,7.0429999999999975,8.658,7.955
Alessi_9,266.0186,-47.2369,207,0,8.593,0.07200000000000001,0.155,0.056,0.5,0.5,0.5,M1,P1,R2,2.30884,35.76534,0.05152,3.48965,0.3508,37.6832,0.0367,0.7112,-0.2259,-19.7859,-0.0224,-0.2896,100000,143.77,170.303,167.66299999999995,161.347,179.699,135.749,153.026,153.026,8.326,7.9570000000000025,8.068
Alessi_Teutsch_3,118.2369,-53.0525,687,7,8.205,0.267,0.696,0.053,0.5,1.0,0.5,M2,P1,R1,1.85129,11.82557,0.06572,3.86826,1.1784,44.3643,0.0481,8.6604,-0.366,-7.0748,-0.0321,-0.8599,200000,200.007,215.443,201.771,197.069,204.827,108.057,209.403,229.538,5.192,6.0420000000000025,7.104
Alessi_Teutsch_5,332.2744,61.0962,869,14,7.0710000000000015,0.054000000000000006,1.253,0.076,0.5,0.5,0.5,M2,P2,R1,5.6806,9.50388,0.1076,7.33655,1.5406,7.3277,0.0565,7.4956,-1.6872,-1.5538,-0.0554,-4.3351,100000,386.221,446.901,432.143,431.805,429.1880000000001,393.601,452.641,541.201,20.529,20.095,19.444000000000006
Alessi_Teutsch_8,180.6485,-60.9481,974,21,8.279,0.071,0.63,0.042,0.5,0.5,0.5,M1,P1,R2,2.25056,26.94342,0.08532000000000001,9.23757,0.2246,31.6242,0.0911,1.3875,-0.1722,-11.0996,-0.0482,-0.7986,100000,927.261,917.397,883.079,913.494,914.313,882.5419999999998,882.5419999999998,882.5419999999998,15.085,17.122,15.204
Aveni_Hunter_1,354.1893,48.1461,420,3,6.965,0.064,0.503,0.111,0.5,0.5,0.5,M2,P1,R2,7.345960000000002,8.8161,0.02897,9.7207,0.7425,0.6669,0.0119,3.0795,-1.0118,-0.4209,-0.0065,-3.2497,100000,81.686,82.52,90.423,90.666,90.546,75.018,77.518,77.518,8.051,8.12,6.76
BH_111,167.3136,-63.8306,2484,95,8.513,0.378,1.436,0.121,0.5,0.5,0.5,M2,P2,R2,0.55118,29.781240000000004,0.29308,11.97988,0.2628,46.3979,0.4168,6.9915,-0.1443,-26.82,-0.2029,-1.8165,200000,192.324,189.802,176.10299999999995,187.894,187.715,172.146,172.146,172.146,7.3729999999999976,6.7070000000000025,6.617999999999999
BH_121,174.6628,-63.3771,2250,89,6.864,0.103,1.281,0.016,0.5,0.5,0.5,M2,P2,R2,3.07907,33.38485,0.059529999999999986,3.77269,0.517,36.8471,0.0558,0.8955,-0.327,-15.8119,-0.0291,-0.37,100000,1518.783,1246.876,1474.164,1641.231,1611.583,1284.994,1284.994,1284.994,43.474,42.593,41.471000000000004
BH_132,186.7245,-64.0645,2174,145,8.12,0.412,1.589,0.267,0.5,1.0,0.5,M1,P2,R2,0.8977700000000001,10.88956,0.15772,11.37687,0.3563,49.3566,0.1847,8.6437,-0.127,-7.3774,-0.1016,-1.4906,200000,422.456,470.385,400.719,412.715,459.816,306.058,406.023,406.023,13.359000000000002,11.55,15.498
BH_164,222.2265,-66.4376,416,2,7.666,0.057,0.43,0.044,0.5,0.5,0.5,M1,P1,R1,4.0883699999999985,6.75339,0.11774,21.31683,0.9695,1.6407,0.0601,17.1273,-0.8045,-0.7756,-0.0551,-8.7323,100000,217.951,259.325,236.17,228.174,248.284,227.556,236.421,268.19,12.675999999999998,15.408,15.355
BH_19,121.7625,-32.3511,3620,515,8.513,0.516,2.427,0.209,0.5,0.5,0.5,M2,P2,R2,1.30145,3.2707900000000003,0.13405,20.25144,0.3478,1.2843,0.0953,15.2751,-0.2281,-0.6522,-0.0738,-6.3311,100000,425.635,416.807,377.927,399.475,389.579,392.215,404.196,461.578,19.962,18.271,22.016
BH_205,254.05900000000003,-40.6367,1612,79,6.877000000000002,0.091,1.376,0.049,0.5,0.5,0.5,M2,P2,R2,3.70396,6.7713600000000005,0.22109,12.07432,1.2326,25.5575,0.2332,13.8021,-1.4002,-1.3888,-0.1442,-8.1716,100000,511.626,447.249,537.02,561.203,587.711,447.249,448.943,448.943,21.985,22.709,24.506999999999998
BH_221,259.6486,-32.3116,1050,53,7.0710000000000015,0.065,1.041,0.032,0.5,0.5,0.5,M1,P2,R2,2.6934400000000003,10.93108,0.44642,8.5377,1.6535,52.3528,0.4652,24.4076,-0.861,-5.5891,-0.3032,-3.0847,100000,545.3009999999998,611.721,543.3009999999998,539.702,584.732,538.741,549.401,549.401,25.802,23.840999999999998,26.29
BH_23,123.5074,-36.2423,436,1,7.391,0.053,0.233,0.044,0.5,0.5,0.5,M1,P1,R2,3.21639,4.9231099999999985,0.12588,15.73812,0.7709,3.0511,0.0864,12.8375,-1.0576,-0.7204,-0.0691,-9.8801,200000,91.97,98.206,77.592,70.329,77.48100000000002,83.397,98.206,113.794,6.505,8.087,7.5760000000000005
BH_72,142.8429,-53.0413,4289,432,8.847999999999997,0.162,2.529,0.13,0.5,0.5,0.5,M2,P2,R2,0.75066,9.15747,0.1397,15.16759,0.0874,33.9293,0.1613,2.8472,-0.0718,-4.2755,-0.0893,-1.6491,100000,785.2610000000002,899.127,856.797,909.681,1030.668,754.5830000000002,754.5830000000002,754.5830000000002,46.382,43.955,48.926
BH_84,150.3396,-58.2173,2404,247,9.051,0.495,1.6909999999999998,0.29600000000000004,0.5,0.5,0.5,M2,P2,R2,0.54714,3.77998,0.27099,38.59639,0.0328,1.073,0.1003,2.822,-0.0337,-0.6065,-0.113,-2.5549,100000,223.6,446.651,397.654,251.774,413.898,398.854,428.521,458.1880000000001,11.377,12.794,12.852
BH_87,151.1619,-55.3768,1899,80,7.354,0.045,1.845,0.14,0.5,0.5,0.5,M2,P1,R1,1.4902799999999998,6.1838,0.22488,28.87232,0.0923,1.0614,0.1104,3.5306,-0.0781,-0.8014,-0.109,-2.6839999999999997,100000,1046.746,1002.32,962.108,990.888,961.434,941.526,1012.452,1031.158,30.405,29.421999999999997,29.621
BH_99,159.4991,-59.1498,443,1,7.795,0.07200000000000001,0.267,0.03,0.5,0.5,0.5,M1,P1,R1,2.58006,8.75029,0.17593,21.62622,0.5737,3.7959,0.1218,12.3471,-0.3439,-2.2542,-0.0998,-4.8916,100000,572.976,601.262,507.80300000000005,550.656,561.197,465.634,511.327,564.998,17.895,21.765,20.604
Barkhatova_1,313.4148,46.052,1859,74,7.14,0.119,1.754,0.051,0.5,1.0,0.5,M2,P2,R2,0.94914,32.016940000000005,0.0658,5.86552,0.1325,43.0494,0.0584,0.8749,-0.0915,-22.5238,-0.0332,-0.4265,100000,388.681,376.381,360.194,386.441,383.43,344.4,359.981,359.981,20.035999999999998,17.114,19.278
Basel_1,282.0396,-5.885,1523,54,8.251,0.282,1.586,0.076,0.5,0.5,0.5,M2,P1,R1,1.58029,4.21444,0.13951,18.908,0.3934,1.4673,0.0838,13.0933,-0.2362,-0.8835,-0.0722,-5.1476,100000,295.935,303.168,277.875,304.351,310.56,230.171,261.08,288.043,9.287,10.390999999999998,9.062000000000001
Basel_11a,109.3031,-13.9806,1363,34,7.905,0.046,0.645,0.041,0.5,1.0,0.5,M1,P1,R1,1.90681,3.80785,0.27237,30.84054,0.6529,2.9016,0.2086,40.4984,-0.5276,-0.7604,-0.16899999999999998,-15.5626,200000,281.855,311.0370000000001,281.161,272.497,287.4240000000001,255.52,305.343,345.201,8.901,7.737,9.08
Basel_18,201.9842,-62.3088,1797,100,7.313,0.058,1.115,0.035,0.5,0.5,0.5,M2,P1,R1,0.8869299999999999,3.4100300000000003,0.21563,22.342,0.1817,2.6545,0.1214,10.2037,-0.145,-0.8893,-0.1177,-5.6188,200000,245.018,262.463,245.302,261.66,256.22700000000003,218.851,253.741,336.999,19.836,17.149,20.467
Basel_4,87.2352,30.1942,2833,88,8.297,0.059,1.78,0.041,0.5,1.0,0.5,M1,P1,R2,0.8225399999999999,18.70198,0.07372999999999999,9.24643,0.1002,45.4987,0.0816,1.5078,-0.0691,-11.5324,-0.0399,-0.6638,100000,414.30800000000005,365.644,356.142,449.581,411.413,319.6090000000001,319.6090000000001,319.6090000000001,17.066,18.049,17.105
Berkeley_1,2.4451,60.4689,3502,290,7.1670000000000025,0.453,2.154,0.096,0.5,0.5,0.5,M1,P2,R2,0.96467,7.91425,0.05611,8.74087,0.0867,5.4918,0.0391,1.1158,-0.0804,-2.1491,-0.0257,-0.8951,100000,418.55800000000005,416.945,385.292,390.858,375.923,425.01,444.365,457.269,19.797,20.781999999999996,19.117
Berkeley_11,65.1322,44.9184,2653,220,7.138,0.457,2.701,0.069,0.5,0.5,0.5,M1,P2,R2,2.18234,3.4002800000000004,0.22052,41.60876,0.573,4.8725,0.1872,35.9517,-0.9303,-0.4481,-0.136,-29.1763,200000,502.661,480.521,512.606,509.536,501.376,449.361,480.521,696.181,20.538,23.076,37.254
Berkeley_13,73.9441,52.8019,3259,302,8.886000000000003,0.723,2.317,0.17600000000000002,0.5,0.5,0.5,M1,P2,R1,1.6675400000000002,8.949710000000003,0.07132999999999999,11.0984,0.2481,5.5678,0.05,3.0892,-0.1907,-2.5405,-0.0351,-1.7499,100000,1144.249,1124.65,1118.894,1173.777,1128.881,1037.03,1140.214,1286.055,40.001999999999995,35.777,38.621
Berkeley_15,75.5111,44.4995,2101,170,7.2360000000000015,0.35700000000000004,2.775,0.07200000000000001,0.5,0.5,0.5,M1,P2,R1,2.21898,3.1004,0.2954,73.22326,0.4292,1.4180000000000001,0.2466,44.2517,-0.66,-0.4034,-0.183,-46.0022,200000,620.1759999999998,591.143,641.3,641.8330000000002,607.59,565.336,627.434,714.533,23.47300000000001,26.208000000000002,32.765
Berkeley_2,6.3191,60.394,6945,703,8.833,0.05,2.555,0.081,0.6,0.5,0.6,M1,P2,R2,1.34181,18.15174,0.12169,5.14971,0.5853,49.8209,0.1233,6.1758,-0.2125,-13.7554,-0.0731,-0.7459,200000,1535.124,2084.394,1708.037,1783.42,2162.136,1268.454,1589.402,1589.402,70.318,77.096,81.148
Berkeley_23,98.3161,20.5375,4842,650,9.244,0.174,0.862,0.135,0.5,0.5,0.5,M1,P1,R1,1.25001,6.15762,0.11449,12.44908,1.1713,41.2792,0.0852,43.846000000000004,-0.3469,-3.228,-0.0672,-3.3312,800000,887.913,830.04,829.133,916.933,899.683,465.1230000000001,741.6239999999998,908.811,30.854,37.989000000000004,44.31399999999999
Berkeley_24,99.4553,-0.8711,4717,306,9.146,0.027000000000000003,2.343,0.063,0.7,0.5,0.7,M1,P2,R2,1.78164,40.10942,0.03495,5.94059,0.1077,31.6608,0.0222,0.3763,-0.0871,-16.1156,-0.0111,-0.245,100000,2664.523,2854.611,3060.909,3380.258,3322.808,2576.6220000000008,2576.6220000000008,2576.6220000000008,106.711,109.575,88.698
Berkeley_30,104.4356,3.2289999999999996,4150,225,8.658,0.507,1.5659999999999998,0.141,0.5,0.5,0.5,M1,P2,R1,1.30562,4.39322,0.20749,23.55643,0.3171,2.7774,0.1522,14.064,-0.2126,-1.128,-0.1236,-6.4114,200000,748.3510000000001,770.681,709.263,737.967,739.0830000000002,647.565,732.057,875.0880000000002,23.427,24.525,27.408
Berkeley_31,104.3961,8.2813,6180,554,9.567,0.07200000000000001,0.358,0.071,0.5,0.5,0.5,M1,P2,R1,2.69706,7.82959,0.05709,7.16131,0.5699,2.4171,0.0226,3.8317,-0.3494,-1.5782,-0.0209,-1.645,100000,1150.377,1523.72,1771.405,1556.69,1743.729,1349.333,1519.866,1773.739,89.48200000000001,104.258,90.93799999999999
Berkeley_33,104.4535,-13.2255,4378,400,8.485,0.442,2.061,0.098,0.6,0.5,0.6,M1,P2,R1,1.74666,8.626389999999999,0.2228,10.77034,1.0804,44.1071,0.2334,23.9396,-0.3844,-4.466,-0.1472,-3.1489999999999996,100000,1217.002,1179.798,1159.484,1238.371,1221.383,868.926,1155.836,1155.836,33.721,40.059,33.161
Berkeley_39,116.6955,-4.6582,4356,95,9.811,0.058,0.394,0.039,0.5,0.5,0.5,M1,P1,R1,4.50904,11.46631,0.09686,19.68087,0.695,2.2126,0.0626,7.9417,-0.4735,-1.7139,-0.0492,-4.0223,100000,5458.781,6762.323,7488.429,7083.797,7873.571999999999,5979.834,6456.3290000000015,6758.686,206.054,167.55,196.975
Berkeley_60,4.4416,60.9344,2917,232,8.83,0.513,2.484,0.132,0.5,0.5,0.5,M1,P1,R2,2.41781,3.4085300000000003,0.48049,54.03195,0.4638,1.389,0.2902,34.2122,-0.6833,-0.3829,-0.2769,-31.8315,200000,690.865,677.885,708.668,752.813,733.0260000000002,658.416,674.935,861.959,20.133,22.589000000000002,25.345
Berkeley_61,12.049000000000001,67.2032,2638,103,8.294,0.433,2.456,0.121,0.5,0.5,0.5,M1,P1,R1,0.6771,2.73451,0.18324,28.41352,0.0888,0.8667,0.0943,6.7599,-0.073,-0.5142,-0.0894,-4.2635,100000,318.952,315.663,294.572,309.703,304.258,270.944,309.087,338.023,9.935,10.552,10.475
Berkeley_62,15.3106,63.9156,2496,125,7.067,0.036000000000000004,2.4730000000000003,0.091,0.5,0.5,0.5,M2,P2,R1,2.03117,8.76596,0.06171,6.7696,0.4714,5.3894,0.0353,3.6312,-0.2645,-2.7695,-0.0279,-1.3588,200000,759.321,742.921,761.096,741.898,740.6210000000002,567.441,708.4810000000001,835.581,24.688000000000002,30.753,36.158
Berkeley_64,35.4199,65.8926,4547,378,8.926,0.046,2.951,0.043,0.5,0.5,0.5,M2,P2,R2,1.7364,13.74346,0.03476,2.27648,0.5633,37.7574,0.0211,1.3429,-0.2887,-7.1037,-0.0109,-0.3886,200000,676.173,794.345,711.372,771.8689999999998,885.4689999999998,546.472,592.5880000000002,616.2230000000002,36.395,42.438,44.968999999999994
Berkeley_65,39.7636,60.411,2208,168,6.99,0.064,2.897,0.05,0.5,0.5,0.5,M2,P2,R2,1.32086,1.83543,0.40125,78.78683000000002,0.2415,0.5462,0.1962,50.0417,-0.3444,-0.1583,-0.1985,-42.5591,500000,344.249,317.576,349.791,325.86,342.934,335.08,340.081,392.594,24.164,23.434,31.111
Berkeley_67,69.493,50.7461,2184,135,8.901,0.7809999999999999,2.929,0.151,0.7,0.5,0.7,M2,P2,R1,3.0157,6.83392,0.09289,13.54404,1.1601,3.5618,0.0718,18.5912,-0.6903,-1.5155,-0.0499,-5.359,200000,877.93,1037.606,1058.1,964.818,1110.222,899.2589999999999,1012.819,1075.652,28.502,29.2,27.737
Berkeley_69,81.08800000000002,32.6029,3109,318,8.936,0.063,2.104,0.08900000000000001,0.5,0.5,0.5,M1,P2,R1,1.19436,18.33193,0.46299999999999997,11.83147,0.7619,52.3131,0.4886,30.9365,-0.2662,-15.1578,-0.3151,-2.2097,100000,925.199,894.6469999999998,915.516,973.328,955.009,650.81,890.612,890.612,24.058000000000003,29.898000000000003,32.391999999999996
Berkeley_7,28.5485,62.3669,2392,240,7.601,0.085,2.117,0.048,0.5,0.5,0.5,M1,P1,R1,0.51357,7.94545,0.32621,34.70469,0.0946,46.2323,0.2745,7.9157,-0.0545,-4.619,-0.2223,-3.0161,100000,700.435,719.9960000000002,656.035,654.924,668.273,538.681,710.216,710.216,15.203,18.029,16.73
Berkeley_72,87.5641,22.2562,3553,445,8.727,0.174,1.932,0.218,0.5,0.5,0.5,M1,P2,R2,0.78159,16.016370000000002,0.02916,8.59244,0.0599,16.9469,0.0126,0.3142,-0.0599,-5.1699,-0.0067,-0.2794,100000,592.043,557.643,556.456,580.441,556.975,508.758,587.215,596.871,16.657,18.268,17.255
Berkeley_79,281.2418,-1.1513,2190,209,6.9689999999999985,0.392,3.0010000000000003,0.092,0.5,0.5,0.5,M1,P2,R1,1.96445,4.54713,0.25142,21.55134,0.9041,35.2633,0.2639,39.793,-0.7284,-1.3349,-0.16399999999999998,-12.989,100000,833.5319999999998,693.4989999999998,785.1160000000001,812.1039999999998,754.815,651.822,793.5219999999998,898.547,29.744,33.771,38.11
Berkeley_8,30.3075,75.4802,3204,277,9.544,0.067,2.08,0.112,0.5,0.5,0.5,M1,P2,R1,2.16628,9.51142,0.2036,15.40097,0.3464,6.2749,0.1703,5.5207,-0.2636,-2.6632,-0.1296,-3.0816,100000,2805.667,3501.016,3656.375,3440.4770000000008,3896.106,2942.359000000001,3258.833,3258.833,114.646,142.64,159.85
Berkeley_81,285.4169,-0.4536,3685,342,8.886000000000003,0.062,3.044,0.096,0.5,0.5,0.5,M1,P2,R1,2.92754,4.36325,0.22606,40.06801,0.6103,1.3226,0.1021,31.2499,-0.6854,-0.4779,-0.1016,-20.1134,100000,1360.993,1442.849,1583.821,1711.359,1881.05,1165.577,1262.421,1484.929,55.42,55.683,63.419
Berkeley_9,53.1625,52.6507,1788,209,9.182,0.369,3.007,0.16899999999999998,0.5,0.5,0.5,M1,P1,R1,1.57274,2.07246,0.63354,165.38431,0.1801,0.2993,0.2383,57.797,-0.2849,-0.1237,-0.2444,-69.6878,200000,601.23,604.981,642.184,628.251,625.091,608.732,626.415,709.4730000000002,21.642,24.009,22.230999999999998
Berkeley_96,337.4791,55.3965,2984,409,7.256,0.203,1.854,0.043,0.5,0.5,0.5,M2,P1,R2,1.61497,2.81986,0.25237,31.51359,0.4773,1.8942,0.1617,33.3468,-0.4861,-0.4266,-0.1449,-17.5382,200000,247.397,218.058,259.496,274.84,260.903,213.301,226.781,318.762,16.915,15.524000000000001,18.875999999999998
Berkeley_97,339.8499,59.0046,2485,110,7.588999999999999,0.381,2.539,0.04,0.5,1.0,0.5,M1,P1,R2,0.4827,18.18621,0.13309,29.44067,0.0444,45.1537,0.1525,2.3728,-0.0291,-11.6716,-0.0823,-1.2219,100000,664.323,634.981,552.816,607.4,589.9069999999998,622.944,622.944,622.944,20.808000000000003,21.095,21.906999999999996
