name,RA_ICRS,DE_ICRS,Dist,e_Dist,logage,e_logage,Av,e_Av,r_memb,m_binsize,m_memb,M_class,P_class,R_class,rc,rt,c,n0,unc_rc_max,unc_rt_max,unc_c_max,unc_n0_max,unc_rc_min,unc_rt_min,unc_c_min,unc_n0_min,steps_emcee,M_bp,M_rp,M(rt)_dv,M_bp_dv,M_rp_dv,M(rt_min),M(rt),M(rt_max),unc_M(rt_min),unc_M(rt),unc_M(rt_max)
SAI_118,205.8017,-63.1441,1708,68,7.392,0.17600000000000002,1.112,0.039,0.5,0.5,0.5,M2,P1,R1,1.60568,6.15735,0.17322,15.38336,0.5981,10.9011,0.1452,14.0038,-0.35,-2.0645,-0.1079,-4.8671,200000,500.381,459.072,491.165,487.247,481.285,395.94,462.969,526.101,16.054000000000002,16.87,19.211
SAI_132,299.2502,31.6062,3644,369,8.856,0.051,2.633,0.055,0.5,0.5,0.5,M2,P2,R1,2.21651,16.40663,0.05729,5.40081,0.2874,15.7023,0.0413,1.2135,-0.2156,-5.6681,-0.0267,-0.7169,100000,1212.846,1561.5970000000002,2179.785,1609.211,2060.615,1602.525,1827.916,1827.916,62.852,69.232,60.298
SAI_14,21.517,62.6288,4951,385,8.818999999999997,0.053,3.196,0.059,0.5,0.5,0.5,M2,P2,R2,4.54744,6.58649,0.06114,7.22682,1.0871,4.0602,0.0491,4.7255,-1.5907,-1.0331,-0.0294,-4.8612,100000,677.295,708.564,807.015,831.065,880.352,620.6569999999998,644.257,744.553,60.32899999999999,61.119,69.89
SAI_24,44.7827,60.5613,1928,137,7.1179999999999986,0.039,1.975,0.048,0.5,0.5,0.5,M2,P1,R2,2.5891900000000003,16.78727,0.33479000000000003,4.6317,1.8477,51.8583,0.3391,14.1242,-0.9821,-11.2258,-0.2221,-1.5218,100000,686.341,637.141,678.0,696.0980000000002,695.4860000000001,564.161,627.3009999999998,627.3009999999998,26.927,28.221999999999998,31.618000000000002
SAI_4,5.8924,62.7113,2498,184,7.636,0.294,1.769,0.116,0.5,1.0,0.5,M2,P1,R2,0.97724,31.67186,0.13789,5.97964,0.2635,44.6059,0.1532,1.9719,-0.1493,-25.5586,-0.0854,-0.6682,100000,291.158,239.246,294.278,277.987,233.0,312.9770000000001,312.9770000000001,312.9770000000001,12.254000000000001,12.545,13.956
SAI_91,129.2336,-50.0445,3059,323,8.655,0.573,1.631,0.245,0.5,0.5,0.5,M1,P2,R2,3.04699,7.5263300000000015,0.16177,6.46286,1.535,42.7667,0.1681,13.1085,-1.1409,-2.736,-0.1017,-3.8344,100000,475.565,462.892,484.923,480.324,482.273,410.386,458.064,467.72,14.637,14.978,15.707
Sigma_Ori,84.7579,-2.5935,303,26,6.997000000000001,0.114,0.166,0.04,0.5,0.5,0.5,M1,P1,R2,0.6277699999999999,6.75588,0.58608,47.48893,0.1687,53.0051,0.9053,20.2864,-0.1096,-3.8960000000000004,-0.4262,-7.135,100000,115.027,118.362,120.309,124.33,128.571,109.193,109.193,109.193,7.109,6.76,6.726
Skiff_J0058+68.4,14.6302,68.4626,2237,82,9.019,0.047,2.6830000000000003,0.036000000000000004,0.5,0.5,0.5,M2,P2,R1,3.02573,21.76657,0.04121,7.27615,0.2203,7.9097,0.0258,0.7754,-0.1964,-4.5579,-0.0153,-0.6169,100000,2360.874,2112.065,2604.563,2800.201,2662.9390000000008,2049.018,2152.595,2274.185,41.626999999999995,42.809,46.034
Skiff_J1942+38.6,295.613,38.6418,2436,90,9.185,0.038,0.484,0.076,0.8,0.5,0.8,M2,P2,R2,0.69695,6.9004600000000025,0.05448,12.53752,0.0757,9.9877,0.0429,1.7273,-0.0715,-2.2915,-0.025,-1.3264,100000,312.94,260.426,355.219,390.459,366.074,245.422,272.215,300.079,19.077,21.558000000000003,19.97
Stephenson_1,283.5234,36.9324,355,2,7.6320000000000014,0.047,0.225,0.068,0.5,0.5,0.5,M1,P1,R2,1.82993,3.984280000000002,0.46321,30.96579,0.7929,38.6196,0.4951,52.2015,-0.7116,-1.1255,-0.3159,-19.8559,100000,98.558,91.786,108.859,111.313,112.442,75.987,92.539,94.043,8.147,8.48,9.017999999999999
Stock_1,294.2084,25.2786,402,6,8.716000000000001,0.051,0.268,0.083,0.5,0.5,0.5,M1,P1,R1,6.15176,9.07184,0.04671,10.29131,1.296,3.0537,0.0247,7.709,-1.5875,-0.9840000000000001,-0.018000000000000002,-5.5202,100000,135.79,185.277,184.583,172.56599999999997,204.951,137.6,154.498,178.639,6.725,6.97,7.0310000000000015
Stock_10,84.8349,37.8599,359,1,8.367,0.154,0.467,0.093,0.5,0.5,0.5,M1,P1,R2,2.13931,24.80856,0.19126,5.1866900000000005,1.3113,47.5,0.193,7.5288,-0.457,-17.9367,-0.1215,-0.8625,100000,194.519,203.536,205.603,200.09,207.477,190.654,204.824,204.824,9.771,8.701,8.607000000000001
Stock_2,33.8528,59.5371,374,1,8.905,0.068,0.7909999999999999,0.064,0.5,0.5,0.5,M1,P1,R1,3.08157,24.20058,0.14745,20.47366,0.3529,20.2611,0.1463,3.8758,-0.2709,-7.9931,-0.0913,-2.4315,100000,1632.5,1740.296,1864.661,1785.729,1864.362,1620.395,1752.9779999999996,1754.707,22.799,23.822,20.842
Stock_24,9.9519,61.9661,2601,133,8.122,0.398,1.7919999999999998,0.146,0.5,0.5,0.5,M1,P1,R2,1.80247,2.74858,0.32218,54.42794,0.4126,1.989,0.20600000000000002,44.4927,-0.6014,-0.3541,-0.1869,-34.8691,500000,331.392,371.789,388.31,362.499,399.144,344.401,368.365,512.836,18.410999999999998,15.513,16.430999999999994
Stock_5,31.131,64.3735,936,17,8.127,0.266,1.7180000000000002,0.063,0.5,0.5,0.5,M2,P1,R1,2.58829,5.2981,0.07904,16.01049,0.45899999999999996,0.8869,0.0305,8.2428,-0.3081,-0.6581,-0.0289,-4.0365,100000,256.075,270.454,269.682,268.553,278.488,249.913,259.499,282.779,8.988,9.986,10.285
Stock_7,37.4195,60.6244,671,10,8.002,0.192,1.6230000000000002,0.094,0.5,0.5,0.5,M1,P1,R2,1.35686,25.7804,0.06746,8.72758,0.1205,37.6554,0.0701,1.0316,-0.0861,-12.8077,-0.0351,-0.5342,100000,386.816,391.704,363.314,372.061,376.642,360.982,360.982,360.982,11.587,11.84,10.657
Teutsch_1,84.8714,33.3493,4066,420,7.681,0.447,2.0580000000000003,0.067,0.5,1.0,0.5,M1,P1,R2,0.44765,2.41366,0.19258,29.24265,0.0816,4.3018,0.0744,5.3103,-0.1195,-0.5452,-0.0969,-3.3668,500000,283.706,275.579,240.686,282.874,289.93,185.443,233.466,306.6090000000001,15.487,17.192999999999998,17.215
Teutsch_10,86.0894,28.8401,2318,370,8.461,0.522,2.568,0.194,0.5,0.5,0.5,M2,P2,R2,3.21237,4.2398,0.16005999999999998,28.06697,0.5672,1.3508,0.1388,13.5077,-0.8445,-0.5224,-0.0957,-16.399,100000,416.177,392.846,374.792,398.577,376.73800000000006,364.47,394.737,442.03,12.128,13.474,13.062999999999999
Teutsch_103,142.1506,-46.6099,2288,170,8.727,0.21600000000000005,2.6630000000000003,0.07,0.5,1.0,0.5,M2,P2,R2,1.02053,2.14468,0.38255,33.40495,0.2928,2.1853,0.1427,29.3238,-0.3029,-0.3502,-0.1876,-16.891,500000,238.386,281.839,230.156,235.66,261.524,216.056,243.21400000000003,296.927,14.345,16.887,17.070999999999998
Teutsch_143a,167.1453,-60.7393,3645,163,9.002,0.04,1.888,0.121,0.5,0.5,0.5,M2,P1,R1,1.42833,5.37384,0.16643,21.22549,0.1086,0.9599,0.0913,3.2697,-0.0894,-0.7251,-0.0846,-2.3323,100000,718.2819999999998,843.813,980.963,886.827,1064.4160000000004,754.872,812.289,842.1239999999998,30.695,33.424,30.088
Teutsch_144,320.4389,50.5822,2140,294,8.651,0.517,2.398,0.152,0.5,0.5,0.5,M2,P2,R2,1.8885,19.45873,0.0981,3.29945,1.0478,48.3637,0.0912,6.0913,-0.3603,-14.1072,-0.0557,-0.5623,100000,525.053,578.765,529.346,566.355,644.84,461.685,471.341,471.341,19.942999999999998,20.16,19.698
Teutsch_2,85.3524,39.2358,3928,550,8.922,0.101,1.828,0.086,0.5,0.5,0.5,M2,P2,R2,2.13064,3.47378,0.11621,23.06716,0.5618,2.4834,0.0402,20.493000000000002,-0.728,-0.3887,-0.0464,-13.8009,500000,440.983,462.311,409.137,438.218,430.464,400.055,434.642,587.977,13.967,16.108,16.601
Teutsch_22,315.4239,44.1111,3285,360,8.555,0.081,2.687,0.094,0.5,0.5,0.5,M1,P2,R2,1.80441,4.14924,0.59665,27.59226,0.8351,45.2027,0.6395,51.8988,-0.6919,-1.2462,-0.4119,-17.0621,100000,1008.86,937.901,851.918,967.405,965.311,755.8739999999998,865.09,865.09,31.679000000000002,35.78800000000001,32.783
Teutsch_23,356.9863,63.0018,2640,239,7.07,0.157,2.852,0.059,0.5,1.0,0.5,M1,P2,R2,1.55547,2.25997,0.17886,28.21864,0.3086,0.5462,0.0566,19.5159,-0.3354,-0.2063,-0.0593,-13.3022,100000,150.88,187.78,177.27,173.208,216.74,144.32,157.44,167.28,15.68,14.265,16.340999999999998
Teutsch_80,223.3667,-60.4851,2157,291,8.802999999999997,0.181,3.848,0.122,0.5,0.5,0.5,M1,P2,R2,1.28261,2.34128,0.93397,86.05738000000002,0.4113,21.5108,0.6599,106.6454,-0.5429999999999999,-0.4448,-0.6129,-58.9545,500000,735.113,865.498,898.6410000000002,798.163,973.677,759.8919999999998,840.7189999999998,1123.909,40.555,40.912,43.106
Teutsch_84,256.0901,-42.0664,2682,137,8.894,0.06,3.84,0.069,0.7,0.5,0.7,M1,P2,R1,0.8856799999999999,7.47508,0.1748,29.99941,0.1011,11.8464,0.2034,5.0035,-0.0961,-2.4448,-0.1136,-3.9721,100000,1722.4260000000004,1970.298,1862.012,1781.303,2118.272,1747.213,1820.999,1820.999,47.363,48.787,48.551
Trumpler_12,151.6221,-60.2902,3208,125,8.922,0.037000000000000005,0.59,0.032,0.5,0.5,0.5,M1,P1,R1,2.24376,7.06394,0.1852,17.84187,0.373,2.0429,0.1491,7.2506,-0.247,-1.4507,-0.1126,-3.4325,100000,899.2589999999999,954.021,1005.156,955.322,1020.24,922.316,962.668,976.503,23.037,21.684,23.36
Trumpler_14,160.9936,-59.5495,2147,264,6.726,0.006,1.672,0.03,0.8,0.5,0.8,M2,P2,R1,0.92839,9.36937,0.42926,35.02167,0.1522,42.6152,0.6886,10.5968,-0.1111,-4.7392,-0.3092,-4.9883,100000,1380.2420000000004,1452.794,1339.519,1779.4520000000002,1815.419,1090.907,1090.907,1090.907,53.785,50.318999999999996,52.413000000000004
Trumpler_15,161.1785,-59.3717,2290,137,6.814,0.068,1.614,0.037000000000000005,0.5,0.5,0.5,M1,P1,R1,1.27541,3.85782,0.5523600000000001,47.79079,0.3392,1.7644,0.4477,36.7174,-0.1847,-1.0192,-0.3594,-12.3765,100000,1327.035,1191.061,1150.547,1428.644,1314.101,897.5989999999998,1026.688,1050.785,41.966,41.038000000000004,49.74100000000001
Trumpler_17,164.1033,-59.2274,2255,201,7.392,0.297,2.03,0.044,0.8,0.5,0.8,M2,P2,R1,3.00336,5.37091,0.20871,17.90265,0.9953,11.2792,0.2001,20.5037,-1.1682,-0.9525,-0.1337,-11.741,100000,642.2330000000002,664.056,626.1990000000002,646.69,690.179,589.2330000000002,615.7330000000002,628.2040000000002,19.76,19.104,17.951
Trumpler_18,167.8321,-60.6523,1486,39,7.932,0.251,0.899,0.049,0.5,1.0,0.5,M2,P1,R2,2.13317,12.35608,0.38673,5.1158,1.1825,54.9602,0.4733,18.3491,-0.8187,-8.4565,-0.2649,-2.0938,100000,201.427,203.562,205.687,220.213,224.352,178.65099999999995,180.786,180.786,6.5760000000000005,6.392,6.757999999999999
Trumpler_19,168.6195,-57.5603,2344,71,9.616,0.067,0.63,0.097,0.5,0.5,0.5,M2,P1,R1,1.79633,32.51121,0.07973,22.01895,0.1117,28.6642,0.0854,1.5918,-0.0936,-11.9248,-0.0441,-1.1182,100000,3022.8720000000008,2905.329,3561.252,3480.105,3463.258,3146.677,3146.677,3146.677,48.208,54.32,53.2
Trumpler_20,189.8494,-60.6452,3386,139,9.179,0.023,1.425,0.037000000000000005,0.5,0.5,0.5,M2,P2,R1,5.39145,16.357039999999998,0.0627,16.04703,0.3752,1.7867,0.0336,2.2872,-0.3223,-1.4816,-0.0269,-1.7219,100000,3430.011,5156.538,6062.133000000002,4640.543,6422.404,4753.574000000001,4874.142,4979.17,82.825,91.17,89.75299999999999
Trumpler_22,217.7937,-61.1549,2208,123,7.81,0.159,1.898,0.034,0.5,0.5,0.5,M1,P1,R2,1.89448,20.22641,0.05804,7.3716300000000015,0.1695,20.859,0.0528,0.9258,-0.1462,-6.9479999999999995,-0.027999999999999997,-0.6593,100000,1093.006,1222.107,1087.009,1138.14,1272.251,1034.983,1034.983,1034.983,22.114,21.037,22.434
Trumpler_23,240.2142,-53.5438,2228,93,8.466000000000001,0.226,2.729,0.078,0.5,0.5,0.5,M1,P2,R1,1.13773,12.2449,0.39424,47.23213,0.1026,22.0656,0.5192,7.2855,-0.0898,-4.8286,-0.2785,-5.1235,100000,1983.776,3178.707000000001,3123.885,2251.282,3258.699,3217.803,3217.803,3217.803,48.026,47.343,54.17
Trumpler_25,261.1306,-39.0118,1835,31,8.355,0.105,2.88,0.039,0.5,0.5,0.5,M1,P2,R1,1.463,12.62913,0.42049,50.92618,0.1541,16.2336,0.52,9.0305,-0.131,-4.4707,-0.2953,-6.3199,100000,3752.535,4175.71,4267.102,4026.122,4474.92,4131.911,4140.928,4140.928,50.857,54.575,53.965
Trumpler_28,264.2356,-32.4682,1355,81,7.276,0.087,2.244,0.075,0.5,0.5,0.5,M2,P2,R1,2.07901,3.75,0.36082,38.28061,0.5938,1.7422,0.1452,37.6102,-0.5033,-0.5358,-0.1661,-18.2249,100000,467.041,485.279,477.774,503.002,504.92,448.011,479.729,570.9169999999998,26.872,25.316,27.964000000000002
Trumpler_29,265.3588,-40.1693,1353,66,7.728,0.056,0.932,0.058,0.5,0.5,0.5,M2,P1,R1,3.78798,5.95116,0.2418,26.53468,0.887,2.9825,0.1692,22.9345,-1.0708,-0.89,-0.1442,-15.1279,100000,509.784,472.843,499.523,554.0169999999998,531.836,408.566,440.335,531.2090000000002,12.049000000000001,11.738,12.774000000000001
Trumpler_7,111.8506,-23.9506,1546,60,8.185,0.278,1.027,0.141,0.5,0.5,0.5,M1,P1,R1,0.98755,22.14571,0.46101,15.43433,0.4096,49.828,0.5629,16.1419,-0.1439,-18.6671,-0.3192,-1.7665,100000,409.409,407.396,419.421,418.703,416.6230000000001,371.153,412.765,412.765,12.401,12.52,11.825
Trumpler_9,118.9154,-25.8943,2377,86,7.869,0.263,0.847,0.069,0.5,0.5,0.5,M1,P1,R1,2.49567,3.62169,0.34263000000000005,66.27256,0.5517,1.575,0.3347,44.5069,-0.7729,-0.4821,-0.2226,-40.3157,100000,516.734,530.258,505.728,508.071,508.032,518.87,529.5459999999998,603.568,14.790999999999999,14.13,14.527999999999999
Turner_9,296.1273,29.5138,1614,62,8.565,0.084,0.705,0.133,0.5,1.0,0.5,M2,P1,R2,3.2939800000000004,7.86257,0.02237,2.59044,0.7544,1.9053,0.0036,1.6584,-0.4747,-1.3491,-0.0018,-0.6807,100000,161.047,170.92,116.342,154.917,161.02,101.195,104.897,109.216,5.83,5.9239999999999995,6.525
UBC_104,280.7024,-6.2511,2741,151,8.427999999999999,0.634,1.781,0.154,0.5,0.5,0.5,M1,P2,R2,1.94055,20.40418,0.13205,3.71026,1.0888,48.7061,0.1153,7.8128,-0.3181,-15.2035,-0.078,-0.5668,100000,765.193,783.227,700.685,754.268,789.0830000000002,423.819,714.953,714.953,15.956,22.38300000000001,19.54
UBC_118,282.645,9.7851,1367,56,8.329,0.18600000000000005,1.53,0.069,0.5,0.5,0.5,M2,P1,R2,3.5248699999999995,6.6455199999999985,0.12412,9.97916,1.2419,7.8094,0.0969,12.2404,-1.2147,-1.1855,-0.0721,-5.8355,100000,377.481,355.779,312.125,384.211,366.048,261.738,284.755,327.501,8.027000000000001,8.488,10.655999999999999
UBC_134,299.7304,31.0901,2301,83,7.341,0.287,2.464,0.067,0.5,1.0,0.5,M1,P2,R2,1.62721,12.96157,0.11027,5.54,0.55,43.1727,0.10800000000000001,4.4131,-0.237,-7.4506,-0.0652,-0.9821,100000,538.406,611.356,542.81,530.394,590.339,413.122,558.23,558.23,16.784000000000002,22.15,19.545
UBC_136,304.5007,32.6013,1380,59,8.145,0.254,2.507,0.119,0.5,0.5,0.5,M1,P1,R2,4.4564900000000005,8.58303,0.16241,9.24348,1.6446,26.107,0.1372,12.2775,-1.6030000000000002,-2.1517,-0.0986,-6.1017,100000,486.817,527.214,560.158,511.914,542.056,436.835,557.341,632.6569999999998,15.374,17.285999999999998,16.066
UBC_148,309.725,46.4792,2130,96,7.615,0.326,1.953,0.138,0.6,0.5,0.6,M1,P1,R2,5.69057,19.78371,0.13416,1.51717,3.3469,46.4569,0.0915,3.7988,-1.9992,-9.6182,-0.0751,-0.5927,100000,769.6510000000002,873.475,785.038,732.039,804.7760000000002,650.028,857.676,857.676,14.387,15.254000000000001,14.719000000000001
UBC_154,317.0997,46.32100000000001,3075,154,8.791,0.175,1.7990000000000002,0.168,0.5,0.5,0.5,M1,P1,R2,1.01852,45.62871,0.08721,4.9666,0.0844,35.7548,0.0347,0.3533,-0.0686,-28.8753,-0.031,-0.217,100000,812.4,777.002,764.8860000000002,811.67,791.096,771.102,771.102,771.102,19.998,20.898000000000003,24.579
UBC_178,346.2117,63.3256,867,15,7.022,0.08,1.983,0.124,0.5,0.5,0.5,M1,P1,R2,4.13574,8.60575,0.2653,11.70445,1.3282,30.5193,0.2828,13.440999999999999,-1.4815,-2.0780000000000003,-0.1776,-7.1533,100000,525.9590000000002,559.3,490.268,518.624,513.857,521.7909999999998,521.7909999999998,521.7909999999998,29.959,28.576999999999998,30.590999999999998
UBC_194,37.7028,48.3213,1210,87,8.523,0.275,0.8290000000000001,0.154,0.5,0.5,0.5,M1,P1,R2,1.06381,21.06239,0.14474,9.3023,0.1963,47.2782,0.14,3.2339,-0.10099999999999999,-14.9967,-0.0874,-0.8006,100000,297.629,274.92900000000003,295.241,291.633,273.86,259.795,312.763,312.763,9.93,11.071,10.255
UBC_217,108.2112,-4.6901,2521,56,8.921,0.056,0.574,0.114,0.5,1.0,0.5,M1,P1,R2,1.6902099999999998,3.35151,0.2044,20.77291,0.6256,5.7209,0.1029,27.3669,-0.5918,-0.6094,-0.1111,-12.2011,100000,184.463,192.534,174.34900000000005,178.96900000000005,182.289,169.476,184.463,287.071,8.384,7.912000000000001,11.165999999999999
UBC_220,110.6405,-17.1671,2601,92,8.421,0.322,1.828,0.188,0.8,0.5,0.8,M1,P1,R2,2.0564,12.01621,0.08625,3.77339,1.1719,39.6443,0.0701,7.3765,-0.3593,-6.8214,-0.0476,-0.8697,100000,512.705,501.111,502.134,496.725,489.512,342.0180000000001,530.74,530.74,13.25,17.738,16.959
UBC_233,112.7955,-28.3765,2194,93,8.621,0.185,0.759,0.077,0.9,0.5,0.9,M1,P1,R2,2.60056,21.76898,0.05075,1.31774,1.3482,45.8502,0.0369,1.8548,-0.5065,-13.9648,-0.0221,-0.2386,100000,292.4770000000001,317.159,282.376,293.311,308.52,215.347,281.37,281.37,7.535,11.157,10.265999999999998
UBC_237,118.6044,-29.7301,1703,50,8.465,0.21600000000000005,1.135,0.097,0.5,1.0,0.5,M1,P1,R2,4.0925,9.62571,0.13514,4.55564,1.9921,41.8566,0.1232,8.552,-1.5848,-3.1518,-0.0811,-2.6681,100000,333.57199999999995,333.57199999999995,308.183,313.585,312.204,261.056,336.094,336.094,10.815999999999999,10.390999999999998,10.147
UBC_248,137.9852,-52.2441,2609,124,8.272,0.423,1.507,0.116,0.6,0.5,0.6,M1,P1,R2,3.06968,20.05151,0.19404,2.50485,1.8525,49.583,0.1492,6.8752,-0.8486,-13.2005,-0.1168,-0.6378,100000,688.541,624.751,597.013,630.7180000000002,588.692,485.99,649.0830000000002,649.0830000000002,10.585,11.383,12.658
UBC_249,136.9637,-52.931999999999995,1850,45,7.582999999999997,0.384,1.261,0.171,0.5,0.5,0.5,M1,P1,R2,6.60452,21.025170000000006,0.11564,1.08882,3.2698,45.9586,0.0908,2.6419,-2.4956,-10.3185,-0.0655,-0.4862,100000,419.81,401.754,456.883,453.569,446.714,355.108,425.829,425.829,17.820999999999994,16.609,17.154
UBC_293,202.7307,-61.7809,2862,138,7.761,0.446,1.913,0.06,0.5,0.5,0.5,M1,P2,R1,2.63211,28.68003,0.07808,2.08764,0.9445,43.7629,0.0472,2.2322,-0.3223,-20.2335,-0.0364,-0.2493,100000,974.784,1065.445,971.775,937.424,1022.197,512.7769999999998,1028.455,1028.455,17.096,22.568,19.892
UBC_296,216.2339,-61.0482,1971,100,7.653,0.149,1.577,0.085,0.5,0.5,0.5,M1,P1,R2,3.03161,8.00182,0.30711,7.6688800000000015,1.4725,48.0474,0.3088,17.0991,-1.045,-2.9714,-0.2038,-4.1144,100000,330.251,334.684,365.467,333.56699999999995,350.30300000000005,347.983,374.58,374.58,9.692,10.609000000000002,10.265
UBC_299,219.6724,-62.1596,2684,201,8.737,0.763,2.195,0.246,0.5,0.5,0.5,M1,P1,R1,1.5570700000000002,17.10118,0.06512000000000001,5.5198800000000015,0.145,24.2225,0.0442,0.8276,-0.1178,-6.6777,-0.0322,-0.5315,100000,725.418,789.39,803.317,758.122,835.846,740.5060000000002,785.166,785.166,20.956999999999997,22.695999999999998,25.141
UBC_303,221.8683,-56.2631,1667,129,8.873,0.4270000000000001,1.639,0.324,0.5,0.5,0.5,M2,P2,R2,1.58064,12.84628,0.03702,4.99945,0.1658,10.5532,0.0244,0.6955,-0.1548,-3.6174,-0.0126,-0.5518,100000,365.468,392.561,369.582,405.456,438.246,316.47,324.54,324.54,11.715,12.405,9.736
UBC_316,248.748,-47.9732,1643,34,8.717,0.307,2.655,0.136,0.5,0.5,0.5,M1,P2,R2,2.14925,8.62047,0.13421,5.15204,1.2912,44.9705,0.13,13.325999999999999,-0.5645,-4.1038,-0.0822,-1.85,100000,438.148,424.267,418.418,439.73800000000006,456.545,315.635,405.55800000000005,405.55800000000005,12.409,17.03,15.392000000000001
UBC_319,249.69799999999998,-44.7699,1329,52,8.017000000000001,0.275,1.712,0.093,0.5,1.0,0.5,M1,P1,R2,4.67577,13.629179999999998,0.17819000000000002,2.85332,2.463,47.9312,0.1835,7.4526,-1.85,-6.0875,-0.1128,-1.4340000000000002,100000,453.846,461.526,448.173,457.608,471.482,411.254,446.165,446.165,14.257,14.34,16.021
UBC_326,258.1652,-36.0577,1542,66,8.58,0.228,2.829,0.16,0.5,0.5,0.5,M1,P2,R2,1.0608799999999998,25.11524,0.08947000000000001,8.99954,0.1024,43.0709,0.0905,1.3021,-0.0711,-15.2331,-0.0503,-0.552,100000,513.994,550.4,594.735,561.159,604.433,561.506,561.506,561.506,17.375,18.285999999999998,16.523
UBC_338,271.5448,-24.2436,1559,59,7.626,0.192,2.793,0.049,0.5,0.5,0.5,M1,P2,R2,1.96842,10.3986,0.25099,6.2512,1.2704,51.0059,0.2457,17.6863,-0.4616,-6.013,-0.1663,-1.7352,100000,709.4639999999998,719.2439999999998,607.49,677.2230000000002,706.685,513.101,619.182,619.182,16.899,17.557000000000002,19.227999999999998
UBC_340,270.7678,-22.6536,1388,40,8.109,0.7709999999999999,2.13,0.227,0.5,1.0,0.5,M1,P2,R2,1.52047,27.87095,0.40147,4.81657,0.8795,47.4881,0.359,9.2486,-0.3834,-23.5592,-0.2596,-0.9521,100000,362.203,377.266,365.521,372.637,392.815,321.806,353.987,353.987,12.039000000000001,11.697000000000001,14.657
UBC_341,276.4493,-17.0769,2041,76,7.102,0.478,2.695,0.061,0.5,0.5,0.5,M1,P2,R1,1.13447,40.26749,0.07044,7.6889,0.0702,36.8459,0.0472,0.5177,-0.0531,-22.8768,-0.0325,-0.2671,100000,1085.682,1106.182,1093.063,1133.229,1181.9260000000004,1061.901,1061.901,1061.901,48.128,44.193999999999996,41.49800000000001
UBC_354,282.3536,-4.4128,1824,101,7.152,0.769,2.927,0.141,0.5,0.5,0.5,M2,P2,R2,4.45996,34.07031,0.47006,2.83805,1.0668,42.4916,0.48200000000000004,2.8505,-1.2886,-23.2558,-0.3201,-0.9459,100000,961.313,920.183,1062.253,1093.971,1070.809,958.893,958.893,958.893,42.761,40.489000000000004,44.318999999999996
UBC_361,290.0052,15.1601,1491,51,7.51,0.353,2.043,0.083,0.5,1.0,0.5,M2,P2,R2,3.15261,4.09195,0.10612,20.46608,0.5438,1.1531,0.0926,9.1625,-0.7896,-0.4936,-0.0601,-11.5266,100000,226.7,225.93400000000003,165.396,218.095,217.969,135.56,139.39,163.132,6.5870000000000015,7.0360000000000005,8.126
UBC_364,306.2793,29.7325,1693,65,8.581,0.397,2.143,0.146,0.5,1.0,0.5,M2,P1,R2,3.6133,5.2938800000000015,0.06327999999999999,8.548160000000001,0.7742,2.1907,0.0413,5.9824,-1.0563,-0.7271,-0.0293,-5.0541,100000,128.961,130.195,165.426,171.222,184.449,119.706,127.11,148.09,10.495,9.245,10.627
UBC_378,311.5449,48.8572,1454,22,8.481,0.4270000000000001,2.171,0.1,0.5,1.0,0.5,M2,P1,R2,3.20419,5.4789,0.10992,6.60561,0.9511,21.0313,0.06,7.1763,-1.1951,-1.0809,-0.0571,-4.7104,100000,145.031,167.101,169.729,159.69299999999996,181.61900000000003,114.133,152.59799999999996,251.598,6.9460000000000015,8.471,12.038
UBC_384,328.7114,52.8176,2240,102,7.842,0.251,1.578,0.104,0.5,0.5,0.5,M1,P1,R2,1.6298700000000002,3.1360900000000003,0.23859,24.49643,0.575,23.5956,0.14400000000000002,34.4969,-0.6285,-0.664,-0.1352,-16.4393,100000,242.971,216.135,243.245,242.948,223.86900000000003,205.981,248.048,523.656,8.94,9.501,10.27
UBC_386,319.7639,61.9436,1160,29,6.854,0.029,1.461,0.032,0.5,1.0,0.5,M1,P1,R2,4.26133,8.396139999999999,0.13310999999999998,4.55949,1.3869,36.4417,0.1368,6.4464,-1.6289,-2.1896,-0.0813,-2.9654,100000,215.154,204.142,194.876,193.907,193.236,222.777,225.319,225.319,19.051,18.688,20.7
UBC_395,345.624,57.1867,2339,107,8.82,0.532,1.811,0.257,0.5,0.5,0.5,M2,P2,R2,1.28139,43.88242,0.15912,4.31566,0.1423,36.9265,0.0879,0.5743,-0.1088,-30.4706,-0.07200000000000001,-0.267,100000,498.532,493.812,462.846,474.864,481.264,480.24300000000005,480.24300000000005,480.24300000000005,16.204,14.2,15.019
UBC_396,337.2957,66.5205,1054,25,7.119,0.425,2.491,0.166,0.5,1.0,0.5,M1,P2,R2,0.5220600000000001,41.11954,0.2442,4.82294,0.1508,39.3098,0.1286,1.5018,-0.1076,-35.503,-0.1143,-0.541,500000,111.52,127.1,136.625,121.836,135.279,129.56,129.56,129.56,13.128,14.199000000000002,11.116
UBC_397,347.7321,58.6112,3430,325,6.81,0.108,2.7030000000000003,0.06,0.9,0.5,0.9,M2,P2,R2,3.653880000000001,5.4448,0.06711,11.42102,0.8619,3.6515,0.0541,8.4057,-1.2409,-0.8159,-0.0334,-7.5399,100000,496.562,429.436,537.05,534.078,493.802,491.399,500.005,552.501,55.731,44.543,50.968
