Cluster,RA_ICRS,DE_ICRS,GLON,GLAT,r50,nbstars07,pmRA*,e_pmRA*,pmDE,e_pmDE,plx,e_plx,AgeNN,AVNN,DMNN,DistPc,X,Y,Z,Rgc
UBC_59,82.239,48.043,162.06,7.443,0.107,76,0.682,0.103,-1.996,0.142,0.39,0.046,8.69,0.95,12.06,2585.0,-2439.0,789.0,334.0,10808.0
UBC_590,313.824,47.579,87.576,1.585,0.028,13,-3.134,0.07,-4.102,0.103,0.222,0.015,7.07,3.37,12.9,3802.0,160.0,3797.0,105.0,9017.0
UBC_591,325.003,49.324,94.008,-2.486,0.023,6,-3.506,0.061,-4.848,0.034,0.49,0.003,,,,,,,,
UBC_592,332.209,53.001,99.834,-2.415,0.112,19,-3.366,0.086,-3.5,0.104,0.273,0.013,7.92,0.99,12.53,3212.0,-548.0,3162.0,-135.0,9433.0
UBC_593,346.355,55.082,108.094,-4.694,0.057,11,-2.438,0.057,-3.693,0.046,0.513,0.007,,,,,,,,
UBC_594,359.482,61.449,116.587,-0.765,0.033,15,-1.992,0.118,-0.548,0.054,0.209,0.015,8.18,1.64,13.02,4016.0,-1797.0,3591.0,-53.0,10754.0
UBC_595,359.831,62.45,116.978,0.178,0.086,32,-1.244,0.063,-0.644,0.062,0.213,0.022,8.43,1.5,12.97,3927.0,-1781.0,3500.0,12.0,10709.0
UBC_596,3.36,53.832,117.277,-8.629,0.061,12,-2.193,0.063,-0.973,0.054,0.527,0.034,8.15,0.32,11.32,1837.0,-832.0,1614.0,-275.0,9313.0
UBC_597,1.959,62.984,118.007,0.527,0.081,20,-3.495,0.077,-0.779,0.086,0.266,0.021,8.14,1.23,12.58,3287.0,-1543.0,2902.0,30.0,10301.0
UBC_598,10.697,64.764,122.009,1.908,0.103,13,-2.466,0.066,-0.096,0.039,0.297,0.012,,,,,,,,
UBC_599,11.683,60.073,122.345,-2.793,0.039,9,-1.176,0.117,-0.217,0.044,0.169,0.013,,,,,,,,
UBC_6,344.01,51.187,105.165,-7.66,0.211,76,-4.644,0.064,-4.896,0.083,0.676,0.012,8.87,0.64,10.87,1493.0,-387.0,1428.0,-199.0,8843.0
UBC_600,20.774,64.54,126.326,1.862,0.184,84,-1.181,0.088,0.118,0.089,0.161,0.023,7.5,2.39,12.61,3333.0,-1973.0,2684.0,108.0,10657.0
UBC_601,20.338,62.509,126.377,-0.153,0.103,17,-1.859,0.088,-0.299,0.069,0.292,0.012,,,,,,,,
UBC_602,24.555,60.72,128.627,-1.639,0.032,3,-1.042,0.169,-0.275,0.06,0.302,0.022,,,,,,,,
UBC_603,26.858,54.711,130.999,-7.262,0.231,48,-0.844,0.25,-1.261,0.103,0.275,0.021,7.63,0.41,12.3,2887.0,-1878.0,2161.0,-364.0,10445.0
UBC_604,32.546,65.42,131.014,3.78,0.13,29,-0.728,0.094,0.486,0.083,0.327,0.024,7.19,2.6,12.39,3000.0,-1964.0,2258.0,197.0,10549.0
UBC_605,66.026,75.816,134.813,18.151,0.166,19,1.354,0.198,-0.77,0.452,0.332,0.06,,,,,,,,
UBC_607,47.731,50.297,144.503,-6.635,0.066,21,-1.212,0.097,-0.31,0.086,0.197,0.019,9.22,1.82,13.63,5318.0,-4301.0,3067.0,-614.0,13008.0
UBC_608,61.358,55.926,147.765,2.718,0.071,48,-0.182,0.089,0.044,0.077,0.138,0.05,7.31,1.95,13.66,5383.0,-4548.0,2868.0,255.0,13203.0
UBC_609,65.262,53.069,151.282,2.214,0.335,228,0.474,0.135,-0.667,0.171,0.198,0.033,6.75,2.38,12.81,3645.0,-3194.0,1750.0,140.0,11666.0
UBC_61,75.067,36.23,168.585,-3.741,0.145,52,2.079,0.108,-2.17,0.092,0.743,0.056,8.92,1.24,10.59,1314.0,-1285.0,259.0,-85.0,9629.0
UBC_610,91.415,55.834,157.899,16.164,0.095,14,0.73,0.279,-1.996,0.2,0.292,0.049,,,,,,,,
UBC_611,71.049,41.675,162.399,-2.691,0.112,7,0.122,0.077,-1.062,0.069,0.322,0.015,,,,,,,,
UBC_612,79.833,40.14,167.668,1.601,0.07,16,0.335,0.064,-0.685,0.074,0.133,0.032,7.21,1.51,13.74,5607.0,-5476.0,1197.0,156.0,13868.0
UBC_613,79.976,38.975,168.678,1.013,0.04,16,0.268,0.064,-0.664,0.043,0.171,0.025,8.14,1.4,13.0,3986.0,-3908.0,782.0,70.0,12273.0
UBC_614,80.099,30.241,175.917,-3.874,0.082,21,0.864,0.075,-0.741,0.06,0.532,0.033,9.21,0.6,11.33,1844.0,-1836.0,131.0,-124.0,10176.0
UBC_615,104.88,33.154,183.41,15.98,0.128,17,-0.313,0.198,-2.478,0.324,0.319,0.03,9.29,0.37,12.47,3116.0,-2990.0,-178.0,857.0,11332.0
UBC_616,106.99,19.939,196.727,12.449,0.067,24,-1.322,0.117,-0.722,0.075,0.314,0.034,8.91,0.22,12.25,2817.0,-2634.0,-791.0,607.0,11003.0
UBC_617,94.739,10.121,200.212,-2.489,0.057,12,-1.377,0.041,-0.2,0.107,0.445,0.008,9.3,0.6,11.89,2392.0,-2243.0,-825.0,-103.0,10615.0
UBC_618,96.241,7.617,203.133,-2.362,0.061,35,0.251,0.129,0.062,0.095,0.132,0.031,8.86,0.9,13.5,5004.0,-4598.0,-1964.0,-206.0,13086.0
UBC_619,111.692,13.116,205.029,13.692,0.096,23,-0.616,0.338,-0.672,0.154,0.304,0.047,9.4,0.25,12.51,3179.0,-2799.0,-1306.0,752.0,11215.0
UBC_620,97.923,2.501,208.445,-3.238,0.098,17,-1.615,0.07,-0.203,0.062,0.659,0.021,7.7,1.42,10.8,1443.0,-1267.0,-686.0,-81.0,9632.0
UBC_622,111.743,9.299,208.575,12.045,0.15,17,-1.081,0.167,0.169,0.2,0.288,0.048,8.88,0.41,12.58,3287.0,-2823.0,-1537.0,685.0,11268.0
UBC_623,118.391,7.739,213.008,17.273,0.17,18,-1.243,0.36,-0.657,0.3,0.352,0.073,9.21,0.05,12.09,2623.0,-2100.0,-1364.0,778.0,10529.0
UBC_624,119.227,7.984,213.165,18.176,0.154,26,-0.838,0.246,-1.086,0.342,0.406,0.035,9.3,0.24,12.04,2563.0,-2039.0,-1332.0,799.0,10464.0
UBC_625,119.119,6.342,214.636,17.335,0.12,8,-1.657,0.209,-1.302,0.204,0.4,0.027,,,,,,,,
UBC_626,106.476,-2.304,216.628,2.165,0.038,25,-1.18,0.069,0.8,0.087,0.215,0.029,8.88,0.51,13.09,4141.0,-3320.0,-2468.0,156.0,11919.0
UBC_627,120.007,1.469,219.595,15.9,0.126,16,-1.976,0.192,0.339,0.384,0.382,0.036,9.32,0.12,12.12,2651.0,-1965.0,-1625.0,726.0,10432.0
UBC_628,107.153,-6.212,220.418,0.971,0.045,22,-0.535,0.057,0.555,0.048,0.161,0.013,9.2,0.57,13.43,4853.0,-3694.0,-3146.0,82.0,12439.0
UBC_629,121.07,-3.797,224.885,14.303,0.191,16,-2.262,0.241,0.094,0.229,0.315,0.022,9.52,0.02,12.38,2998.0,-2058.0,-2050.0,740.0,10598.0
UBC_63,79.664,37.815,169.495,0.152,0.085,26,1.096,0.164,-3.516,0.126,0.649,0.041,7.78,0.45,10.95,1546.0,-1520.0,281.0,4.0,9864.0
UBC_630,112.836,-12.699,228.806,2.855,0.093,15,-2.62,0.064,2.66,0.039,0.42,0.008,8.1,0.48,11.73,2216.0,-1457.0,-1665.0,110.0,9938.0
UBC_631,112.709,-14.148,229.996,2.072,0.09,9,-1.381,0.064,1.633,0.088,0.195,0.005,,,,,,,,
UBC_632,121.59,-9.602,230.361,11.887,0.078,19,-2.471,0.116,1.729,0.115,0.264,0.023,,,,,,,,
UBC_633,112.824,-15.429,231.162,1.549,0.096,16,-1.343,0.091,1.477,0.078,0.173,0.006,7.14,1.82,13.75,5629.0,-3529.0,-4383.0,152.0,12652.0
UBC_634,109.928,-18.975,232.976,-2.565,0.043,16,-1.698,0.04,1.406,0.107,0.321,0.017,8.25,0.58,12.35,2952.0,-1776.0,-2354.0,-132.0,10386.0
UBC_636,118.829,-24.32,241.704,2.034,0.052,14,-1.957,0.036,1.838,0.042,0.324,0.014,8.25,0.66,12.28,2852.0,-1351.0,-2510.0,101.0,10011.0
UBC_637,123.755,-22.189,242.291,6.997,0.032,28,-2.149,0.112,2.021,0.072,0.183,0.026,9.22,0.33,13.35,4684.0,-2161.0,-4116.0,570.0,11279.0
UBC_638,123.753,-22.201,242.303,6.98,0.011,10,-2.116,0.04,2.002,0.109,0.088,0.021,9.2,0.55,13.95,6167.0,-2845.0,-5420.0,749.0,12429.0
UBC_639,117.422,-26.833,243.222,-0.362,0.046,11,-2.121,0.036,2.706,0.093,0.148,0.009,,,,,,,,
UBC_640,120.586,-27.873,245.544,1.51,0.102,39,-2.483,0.093,3.152,0.092,0.185,0.02,7.94,0.71,13.36,4692.0,-1941.0,-4270.0,123.0,11133.0
UBC_641,116.01,-31.135,246.292,-3.586,0.106,12,-2.331,0.083,3.232,0.065,0.248,0.007,,,,,,,,
UBC_642,130.42,-22.955,246.46,11.613,0.154,14,-3.05,0.199,2.815,0.126,0.319,0.033,,,,,,,,
UBC_643,120.5,-34.388,251.031,-2.001,0.046,18,-1.471,0.058,2.138,0.059,0.215,0.016,,,,,,,,
UBC_644,122.523,-34.046,251.641,-0.388,0.077,17,-2.596,0.1,2.7,0.052,0.198,0.015,8.35,0.97,13.06,4086.0,-1287.0,-3878.0,-27.0,10378.0
UBC_645,123.855,-33.814,252.065,0.623,0.152,39,-2.198,0.131,3.124,0.109,0.166,0.012,8.97,0.3,13.51,5034.0,-1550.0,-4789.0,54.0,10989.0
UBC_646,124.111,-34.057,252.382,0.705,0.085,20,-2.529,0.101,3.28,0.074,0.105,0.014,7.36,0.67,14.02,6358.0,-1924.0,-6059.0,78.0,11919.0
UBC_647,116.643,-48.192,261.603,-11.45,0.113,13,-2.243,0.044,1.694,0.101,0.643,0.033,8.95,0.27,10.87,1494.0,-213.0,-1448.0,-296.0,8675.0
UBC_648,142.543,-34.136,262.222,12.378,0.046,19,-4.289,0.058,1.811,0.083,0.172,0.019,9.35,0.46,13.53,5085.0,-672.0,-4921.0,1090.0,10268.0
UBC_649,147.701,-34.344,265.617,15.108,0.112,11,-5.623,0.334,2.354,0.352,0.441,0.036,,,,,,,,
UBC_650,145.123,-49.685,274.302,2.27,0.074,20,-4.694,0.103,3.256,0.081,0.264,0.012,7.89,0.78,12.42,3053.0,228.0,-3042.0,120.0,8663.0
UBC_651,148.412,-55.756,279.713,-1.133,0.084,18,-5.02,0.098,2.724,0.056,0.244,0.009,8.2,2.54,12.96,3907.0,659.0,-3851.0,-77.0,8592.0
UBC_652,162.381,-54.711,285.847,4.057,0.074,20,-7.224,0.064,3.803,0.057,0.363,0.022,7.0,0.7,12.03,2542.0,692.0,-2439.0,179.0,8027.0
UBC_653,160.101,-59.0,286.756,-0.303,0.114,37,-7.472,0.106,3.012,0.107,0.383,0.015,7.49,0.77,12.0,2510.0,723.0,-2403.0,-13.0,7986.0
UBC_654,159.284,-59.875,286.815,-1.276,0.103,114,-5.713,0.118,2.491,0.104,0.231,0.027,6.95,1.53,13.1,4159.0,1203.0,-3980.0,-92.0,8172.0
UBC_655,158.084,-62.941,287.847,-4.209,0.03,10,-5.786,0.066,2.739,0.051,0.282,0.012,,,,,,,,
UBC_656,160.876,-61.098,288.091,-1.969,0.028,9,-5.963,0.021,2.707,0.061,0.209,0.009,,,,,,,,
UBC_657,161.796,-61.144,288.501,-1.802,0.062,19,-5.486,0.08,2.58,0.062,0.171,0.013,,,,,,,,
UBC_659,167.285,-60.687,290.734,-0.257,0.074,19,-6.297,0.071,1.387,0.073,0.367,0.009,7.44,1.09,11.86,2352.0,832.0,-2200.0,-10.0,7822.0
UBC_660,168.369,-59.705,290.86,0.864,0.065,17,-6.692,0.07,0.622,0.048,0.439,0.013,9.0,1.18,11.59,2077.0,739.0,-1941.0,31.0,7844.0
UBC_661,168.158,-61.132,291.297,-0.528,0.098,16,-5.847,0.084,1.28,0.037,0.423,0.013,,,,,,,,
UBC_662,178.897,-61.532,296.325,0.621,0.044,36,-6.729,0.057,1.352,0.074,0.198,0.019,7.64,2.19,13.14,4249.0,1884.0,-3808.0,46.0,7495.0
UBC_663,182.773,-63.626,298.497,-1.109,0.112,7,-5.724,0.03,-0.053,0.043,0.361,0.006,,,,,,,,
UBC_664,226.132,-60.862,318.438,-2.072,0.069,24,-4.362,0.136,-3.377,0.086,0.296,0.011,7.61,1.62,12.38,2993.0,2238.0,-1984.0,-108.0,6416.0
UBC_665,242.167,-51.407,331.156,0.306,0.047,11,-2.216,0.069,-4.224,0.047,0.48,0.015,8.22,2.47,11.5,1992.0,1744.0,-961.0,10.0,6664.0
UBC_666,244.723,-51.594,332.167,-0.922,0.061,15,-3.281,0.123,-4.543,0.065,0.193,0.011,7.52,3.14,13.02,4025.0,3559.0,-1879.0,-64.0,5136.0
UBC_667,247.745,-48.386,335.833,-0.055,0.025,28,-1.679,0.069,-3.5,0.08,0.326,0.022,7.53,2.21,12.31,2902.0,2647.0,-1188.0,-2.0,5814.0
UBC_668,250.674,-48.01,337.443,-1.237,0.092,21,-0.538,0.114,-1.053,0.063,0.307,0.015,8.71,2.71,12.15,2693.0,2486.0,-1032.0,-58.0,5943.0
UBC_669,251.81,-46.665,338.953,-0.955,0.065,103,-1.767,0.113,-4.081,0.122,0.374,0.044,8.47,1.9,11.88,2378.0,2219.0,-853.0,-39.0,6180.0
UBC_670,253.093,-44.432,341.253,-0.199,0.071,10,0.293,0.049,-1.092,0.07,0.497,0.014,,,,,,,,
UBC_671,253.992,-43.207,342.603,0.052,0.047,47,-0.844,0.1,-2.418,0.066,0.371,0.031,8.23,2.32,11.83,2320.0,2214.0,-693.0,2.0,6164.0
UBC_672,253.128,-41.525,343.51,1.604,0.111,15,-0.645,0.055,-2.009,0.052,0.565,0.009,7.02,1.14,11.01,1595.0,1528.0,-452.0,44.0,6826.0
UBC_68,91.18,36.784,175.202,7.397,0.079,54,-0.512,0.113,-1.711,0.144,0.441,0.056,8.33,0.71,11.87,2366.0,-2338.0,196.0,304.0,10680.0
UBC_7,106.786,-37.729,248.742,-13.345,0.593,77,-9.703,0.199,6.982,0.216,3.558,0.064,7.5,0.1,7.21,276.0,-97.0,-250.0,-63.0,8441.0
UBC_72,90.986,26.651,184.02,2.342,0.093,77,0.342,0.107,-0.005,0.122,0.52,0.041,8.69,0.97,11.41,1912.0,-1905.0,-133.0,78.0,10246.0
UBC_73,95.381,26.913,185.661,5.918,0.077,50,0.455,0.111,-3.21,0.094,0.448,0.03,8.59,0.56,11.66,2146.0,-2124.0,-210.0,221.0,10466.0
UBC_74,95.461,22.419,189.69,3.897,0.072,65,1.076,0.123,-2.616,0.128,0.356,0.046,8.64,1.38,12.05,2570.0,-2527.0,-431.0,174.0,10876.0
UBC_76,88.994,17.328,191.202,-3.887,0.126,24,0.126,0.085,-1.124,0.076,0.573,0.019,7.57,0.59,11.19,1729.0,-1692.0,-335.0,-117.0,10038.0
UBC_77,89.19,16.997,191.583,-3.891,0.066,37,0.357,0.13,-1.239,0.087,0.588,0.048,7.7,0.55,11.12,1674.0,-1636.0,-335.0,-113.0,9982.0
UBC_8,84.519,57.124,154.908,13.352,0.426,103,-3.149,0.143,-3.989,0.153,2.052,0.041,8.7,0.79,8.49,497.0,-438.0,205.0,114.0,8781.0
UBC_80,91.613,8.745,199.965,-5.867,0.098,30,-0.499,0.081,-0.923,0.148,0.457,0.047,7.47,0.47,11.6,2085.0,-1949.0,-708.0,-213.0,10314.0
UBC_82,95.878,8.369,202.299,-2.33,0.093,36,1.318,0.083,-2.305,0.088,0.424,0.041,8.44,0.67,11.84,2336.0,-2159.0,-885.0,-94.0,10537.0
UBC_83,97.561,7.335,203.99,-1.335,0.117,51,-1.067,0.095,0.388,0.052,0.483,0.064,8.18,0.85,11.62,2105.0,-1922.0,-855.0,-49.0,10298.0
UBC_84,15.429,61.72,124.149,-1.127,0.095,55,-1.536,0.097,-0.978,0.121,0.37,0.035,7.68,1.61,12.12,2650.0,-1487.0,2193.0,-52.0,10069.0
UBC_85,18.644,57.816,126.021,-4.917,0.095,33,-3.697,0.093,-0.615,0.137,0.361,0.033,7.93,1.1,12.08,2608.0,-1528.0,2102.0,-223.0,10089.0
UBC_86,33.033,57.619,133.596,-3.573,0.12,71,-0.847,0.137,-0.974,0.11,0.343,0.038,7.64,1.16,12.03,2544.0,-1751.0,1839.0,-158.0,10257.0
UBC_87,60.53,56.419,147.098,2.774,0.079,36,0.791,0.096,-1.324,0.097,0.389,0.035,7.62,1.71,11.98,2491.0,-2089.0,1351.0,120.0,10516.0
UBC_88,58.17,45.969,152.733,-6.154,0.174,88,-1.421,0.178,-2.926,0.185,1.002,0.046,7.72,1.05,9.89,951.0,-840.0,433.0,-101.0,9190.0
UBC_9,276.544,26.432,54.469,16.897,0.437,25,0.651,0.144,-5.404,0.136,2.869,0.038,7.42,0.15,7.74,353.0,196.0,275.0,102.0,8148.0
UBC_90,97.208,14.921,197.107,1.875,0.038,53,1.245,0.108,-1.348,0.114,0.336,0.055,8.69,1.14,12.32,2913.0,-2782.0,-856.0,95.0,11155.0
UBC_91,267.433,-28.761,0.615,-0.677,0.062,83,-0.587,0.084,-1.126,0.106,0.42,0.041,8.36,1.28,11.71,2195.0,2194.0,23.0,-25.0,6145.0
UBC_92,269.883,-26.655,3.53,-1.488,0.059,105,2.116,0.091,0.406,0.096,0.37,0.044,8.48,2.28,11.87,2370.0,2365.0,145.0,-61.0,5976.0
UBC_93,268.575,-25.399,4.03,0.157,0.033,52,-0.923,0.11,-1.875,0.077,0.334,0.023,8.91,2.69,11.93,2432.0,2426.0,170.0,6.0,5916.0
UBC_94,269.643,-24.646,5.188,-0.284,0.102,41,-1.652,0.082,-4.451,0.062,0.747,0.015,8.45,1.32,10.53,1276.0,1271.0,115.0,-6.0,7069.0
UBC_95,268.252,-22.171,6.665,2.051,0.075,84,-0.156,0.114,-1.298,0.115,0.492,0.024,8.6,2.15,11.61,2101.0,2085.0,243.0,75.0,6259.0
UBC_96,273.777,-16.314,14.301,0.386,0.101,41,0.653,0.082,0.912,0.078,0.616,0.027,8.22,0.95,10.96,1554.0,1506.0,384.0,10.0,6844.0
UBC_97,274.782,-15.722,15.296,-0.17,0.11,33,-0.872,0.087,-1.161,0.094,0.736,0.02,8.08,1.16,10.69,1377.0,1328.0,363.0,-4.0,7020.0
UFMG_1,236.593,-56.792,325.19,-1.68,0.101,128,-1.63,0.089,-3.196,0.11,0.36,0.054,8.43,2.38,11.9,2398.0,1968.0,-1368.0,-70.0,6516.0
UFMG_2,237.585,-55.961,326.137,-1.37,0.07,462,-4.425,0.143,-3.048,0.125,0.357,0.082,9.11,2.86,11.74,2228.0,1849.0,-1241.0,-53.0,6607.0
UFMG_3,238.115,-55.419,326.71,-1.136,0.109,205,-1.037,0.118,-2.225,0.12,0.461,0.061,8.29,2.25,11.45,1949.0,1629.0,-1070.0,-38.0,6795.0
UPK_108,315.551,29.997,74.965,-11.006,0.641,28,1.073,0.085,-4.748,0.092,1.173,0.037,7.61,0.27,9.57,820.0,208.0,777.0,-156.0,8168.0
UPK_113,317.505,34.347,79.393,-9.209,0.255,35,2.169,0.137,-2.418,0.222,1.434,0.057,7.69,0.15,9.28,717.0,130.0,696.0,-114.0,8239.0
UPK_119,308.572,43.326,81.987,1.872,0.197,24,-0.644,0.065,-1.96,0.066,1.274,0.028,9.19,0.71,9.42,765.0,106.0,757.0,24.0,8268.0
UPK_12,288.805,-22.143,15.337,-14.956,0.217,47,0.579,0.179,-6.68,0.182,1.541,0.085,8.3,0.22,8.99,628.0,585.0,160.0,-162.0,7756.0
UPK_126,311.768,43.816,83.763,0.292,0.081,34,-1.467,0.264,-1.964,0.29,1.177,0.121,7.13,1.68,9.51,796.0,86.0,791.0,4.0,8291.0
UPK_13,282.007,-18.281,16.194,-7.497,0.102,86,-1.131,0.151,-4.104,0.155,1.063,0.056,8.25,0.67,9.89,950.0,905.0,262.0,-124.0,7439.0
UPK_131,315.517,45.391,86.698,-0.753,0.186,42,2.833,0.105,-1.08,0.091,1.013,0.045,8.73,1.11,9.92,964.0,55.0,963.0,-12.0,8340.0
UPK_136,322.841,43.441,88.774,-5.843,0.573,56,0.012,0.171,-0.591,0.095,1.533,0.081,8.06,0.31,8.99,626.0,13.0,623.0,-63.0,8349.0
UPK_137,306.015,54.152,89.85,9.486,0.295,24,-2.289,0.094,-6.064,0.073,1.166,0.038,7.71,0.35,9.54,809.0,2.0,798.0,133.0,8376.0
UPK_143,319.134,49.942,91.723,0.56,0.43,110,1.066,0.142,-2.434,0.143,1.121,0.05,8.41,2.0,9.8,912.0,-27.0,912.0,8.0,8417.0
UPK_150,319.474,54.516,95.084,3.637,0.583,67,-4.243,0.134,-3.975,0.118,0.996,0.038,7.41,1.92,10.07,1031.0,-91.0,1025.0,65.0,8493.0
UPK_152,319.315,56.25,96.212,4.936,0.249,11,3.655,0.136,-1.208,0.084,1.324,0.039,,,,,,,,
UPK_155,311.731,60.867,97.169,10.881,0.499,42,-2.255,0.119,-3.856,0.192,1.096,0.047,8.33,0.69,9.62,838.0,-102.0,817.0,158.0,8482.0
UPK_16,287.36,-19.11,17.659,-12.447,0.15,8,-0.428,0.117,-5.166,0.131,1.196,0.03,,,,,,,,
UPK_166,339.203,46.927,100.382,-9.914,0.767,204,-0.907,0.145,-3.229,0.229,1.508,0.064,7.43,0.27,9.09,658.0,-116.0,638.0,-113.0,8481.0
UPK_167,337.143,49.814,100.631,-6.737,1.197,156,1.549,0.259,-0.029,0.24,1.82,0.126,8.09,0.4,8.74,559.0,-102.0,545.0,-65.0,8460.0
UPK_168,343.832,43.35,101.455,-14.583,0.781,170,-0.528,0.146,-3.974,0.171,1.654,0.081,7.56,0.6,8.9,602.0,-115.0,571.0,-151.0,8475.0
UPK_169,326.718,59.915,101.6,4.776,0.365,52,-2.004,0.092,-2.4,0.124,1.155,0.027,7.14,1.47,9.78,904.0,-181.0,882.0,75.0,8566.0
UPK_17,279.741,-15.034,18.127,-4.114,0.256,87,0.894,0.167,-7.856,0.233,1.479,0.048,8.73,1.38,9.31,726.0,688.0,225.0,-52.0,7654.0
UPK_178,334.479,60.071,104.863,2.708,0.078,31,-4.297,0.127,-3.322,0.146,1.039,0.038,8.31,1.8,9.92,962.0,-246.0,929.0,45.0,8636.0
UPK_18,280.763,-15.325,18.325,-5.119,0.165,42,3.112,0.211,0.98,0.244,1.28,0.095,8.86,1.04,9.47,782.0,739.0,244.0,-69.0,7604.0
UPK_180,339.051,56.771,105.228,-1.337,0.639,62,-0.594,0.234,0.325,0.171,1.166,0.042,8.39,0.56,9.63,843.0,-221.0,813.0,-19.0,8600.0
UPK_185,346.424,49.376,105.807,-9.937,0.221,109,2.636,0.158,-1.929,0.18,1.786,0.054,7.85,0.45,8.79,573.0,-153.0,543.0,-98.0,8511.0
UPK_194,336.446,65.004,108.291,6.35,0.289,115,-0.642,0.173,-3.126,0.312,1.047,0.054,8.18,1.67,10.01,1003.0,-312.0,946.0,110.0,8704.0
UPK_20,281.145,-14.456,19.257,-5.037,0.401,64,3.336,0.192,1.145,0.193,2.105,0.064,9.33,0.96,8.47,494.0,465.0,162.0,-43.0,7876.0
UPK_201,344.732,61.648,110.01,1.645,0.143,32,-3.995,0.113,-3.376,0.16,1.061,0.049,7.2,3.39,9.82,919.0,-314.0,863.0,26.0,8697.0
UPK_21,282.895,-15.15,19.397,-6.884,0.234,51,7.839,0.164,0.721,0.166,1.667,0.059,9.06,0.81,8.81,578.0,541.0,190.0,-69.0,7800.0
UPK_219,351.854,65.31,114.325,3.861,0.273,27,-1.734,0.05,-2.459,0.115,1.21,0.04,8.17,1.2,9.71,873.0,-358.0,794.0,58.0,8735.0
UPK_220,350.955,66.505,114.361,5.118,0.202,195,-2.416,0.142,-2.584,0.139,1.009,0.054,8.04,2.16,9.98,990.0,-407.0,899.0,88.0,8793.0
UPK_23,282.218,-12.879,21.149,-5.265,0.124,15,-0.913,0.079,-2.127,0.071,1.021,0.043,8.04,1.11,9.94,972.0,903.0,349.0,-89.0,7444.0
UPK_230,353.465,71.788,116.901,9.758,0.38,28,4.892,0.083,-0.809,0.173,1.841,0.05,7.86,0.93,8.74,558.0,-249.0,490.0,94.0,8603.0
UPK_237,5.352,65.495,119.828,2.812,0.212,95,-0.585,0.146,-3.732,0.177,1.329,0.057,8.18,1.72,9.4,758.0,-376.0,657.0,37.0,8741.0
UPK_24,282.646,-10.788,23.03,-4.719,1.045,36,-3.751,0.124,-9.838,0.173,1.945,0.049,8.43,0.95,8.51,502.0,460.0,195.0,-41.0,7881.0
UPK_241,9.677,65.465,121.615,2.637,0.324,22,0.193,0.076,-0.17,0.057,1.015,0.037,,,,,,,,
UPK_25,267.878,-2.779,23.409,11.957,0.588,21,-0.346,0.086,0.218,0.123,1.584,0.037,8.55,1.38,8.89,599.0,538.0,233.0,124.0,7804.0
UPK_26,283.438,-9.847,24.413,-4.976,0.303,42,0.062,0.09,-4.419,0.088,1.108,0.036,7.86,0.59,9.66,855.0,775.0,352.0,-74.0,7572.0
UPK_265,31.915,65.449,130.719,3.751,0.34,46,-0.518,0.114,-0.412,0.121,1.131,0.051,7.94,1.36,9.75,889.0,-579.0,672.0,58.0,8944.0
UPK_27,275.051,-5.167,24.746,4.55,0.157,69,2.381,0.177,-2.116,0.161,1.088,0.066,9.21,2.27,9.83,924.0,836.0,385.0,73.0,7513.0
UPK_28,277.352,-4.974,25.992,2.606,0.153,57,0.772,0.177,-2.511,0.176,1.109,0.059,8.22,2.88,9.84,927.0,833.0,406.0,42.0,7517.0
UPK_282,30.347,43.787,136.075,-17.291,0.18,40,-2.8,0.156,-3.227,0.19,1.209,0.102,7.88,0.27,9.46,779.0,-536.0,516.0,-231.0,8891.0
UPK_29,278.617,-5.47,26.143,1.259,0.181,62,0.425,0.196,2.817,0.175,1.487,0.076,8.91,1.9,9.17,681.0,611.0,300.0,14.0,7734.0
UPK_292,56.301,64.644,140.284,7.883,0.481,29,0.296,0.268,-8.124,0.141,2.228,0.057,,,,,,,,
UPK_294,60.902,66.176,140.719,10.087,0.716,34,-1.259,0.18,2.316,0.176,1.304,0.032,8.24,1.52,9.55,811.0,-618.0,505.0,142.0,8972.0
UPK_296,42.666,48.561,142.404,-9.754,0.808,71,1.935,0.316,-6.656,0.276,1.866,0.111,8.37,0.39,8.76,565.0,-441.0,340.0,-95.0,8788.0
UPK_303,40.054,40.291,144.774,-18.007,0.734,20,18.197,0.169,-24.154,0.535,4.606,0.141,7.9,0.05,6.57,206.0,-160.0,113.0,-63.0,8501.0
UPK_305,41.127,39.027,145.757,-18.84,1.597,45,2.979,0.134,-6.525,0.13,2.391,0.121,8.15,0.12,8.06,408.0,-319.0,217.0,-132.0,8662.0
UPK_31,285.913,-8.51,26.691,-6.582,0.215,29,-0.28,0.13,1.216,0.109,1.823,0.071,8.7,0.61,8.65,537.0,477.0,240.0,-61.0,7866.0
UPK_312,68.037,56.066,150.32,5.42,0.26,29,0.179,0.059,-0.73,0.083,1.406,0.037,8.68,0.54,9.29,720.0,-623.0,355.0,68.0,8970.0
UPK_33,280.046,-4.333,27.795,0.508,0.197,30,-0.124,0.152,-11.012,0.225,1.945,0.044,8.45,1.64,8.6,523.0,463.0,244.0,4.0,7880.0
UPK_333,61.771,44.094,155.823,-5.823,0.412,54,2.491,0.215,-6.466,0.242,1.348,0.068,8.88,0.74,9.25,706.0,-641.0,288.0,-71.0,8986.0
UPK_350,101.689,48.688,167.317,19.336,0.838,48,-4.845,0.16,-6.346,0.159,2.238,0.11,8.11,0.19,8.33,463.0,-427.0,96.0,153.0,8767.0
