,_Glon,_Glat,Cluster,RA_ICRS,DE_ICRS,N,pmRA,e_pmRA,pmDE,e_pmDE,Plx,e_Plx,RV,e_RV,Dist,e_Dist,logage,e_logage,[Fe/H],e_[Fe/H],Av,e_Av,dr3_rv,e_dr3_rv,N_stars_dr3_rv,ra_duarte,dec_duarte
810,208.418628,-19.153943,NGC_1977,83.7698,-4.7872,84,1.218,0.429,-0.701,0.476,2.523,0.066,29.36,2.915,381,9,6.721,0.064,-0.184,0.079,0.344,0.148,23.000595889095965,4.785670878400458,29.0,83.80768902449728,-4.811936523793263
811,209.514156,-19.65393,NGC_1980,83.7916,-5.9349,106,1.211,0.193,0.569,0.223,2.583,0.051,27.206,6.903,316,19,6.97,0.049,-0.242,0.091,0.129,0.06,24.476137989988626,4.116003476135997,36.0,83.81300523010296,-5.908115048089703
812,177.639735,3.089791,NGC_2099,88.076,32.5488,1546,1.933,0.232,-5.639,0.196,0.665,0.072,11.634,0.488,1299,22,8.784,0.043,0.014,0.02,0.922,0.05,8.342844094181505,0.7663720009595251,247.0,88.06798647302178,32.53797609612076
813,205.889964,-12.603279,NGC_2112,88.4556,0.4002,687,-2.703,0.233,4.275,0.227,0.875,0.072,30.861,0.589,1100,35,9.083,0.139,0.139,0.039,2.328,0.11,30.586567799962204,0.8191409407339949,180.0,88.44430791526281,0.4026789538916207
814,163.218421,13.154911,NGC_2126,90.6573,49.8946,121,0.841,0.124,-2.606,0.146,0.743,0.054,-11.741,0.612,1234,22,9.186,0.03,0.016,0.084,0.667,0.059,-11.71979939006297,0.6576025364383056,36.0,90.64521938238804,49.86842226626931
815,186.58792,0.14867,NGC_2129,90.2762,23.336,79,0.284,0.151,-2.253,0.185,0.488,0.05,,,1810,146,7.238,0.312,-0.07,0.07,2.221,0.081,18.938395117304555,1.3524812541286533,2.0,90.2756047232748,23.32766483853068
816,198.047316,-5.809892,NGC_2141,90.7312,10.4444,771,-0.031,0.182,-0.773,0.191,0.198,0.122,39.714,0.782,4213,419,9.462,0.085,0.3,0.063,0.832,0.1,25.358148040143536,1.5483425902676795,61.0,90.74031859038784,10.45693313980942
817,186.607542,2.221643,NGC_2168,92.263,24.3335,1215,2.299,0.267,-2.905,0.251,1.127,0.07,-7.76,0.49,821,17,8.204,0.193,-0.123,0.058,0.883,0.075,-8.32374484164462,1.2013239277199703,435.0,92.28412866101212,24.35128966826288
818,195.645793,-2.922956,NGC_2169,92.1295,13.9372,58,-1.059,0.19,-1.659,0.232,0.975,0.093,,,1004,20,6.89,0.073,-0.092,0.096,0.819,0.05,27.383061433597582,9.845972891388902,18.0,92.11524379326148,13.960032969370932
819,213.91347,-11.849191,NGC_2183,92.7143,-6.2318,53,-3.593,0.429,0.413,0.329,1.173,0.128,,,777,61,6.869,0.228,-0.058,0.091,1.447,0.725,28.89860161248344,5.049034137218032,9.0,92.70353553174574,-6.213929533907515
820,209.544756,-10.781729,NGC_2184,91.7279,-1.9281,102,-0.626,0.238,-0.318,0.247,1.707,0.075,42.043,1.797,577,2,8.884,0.044,-0.077,0.059,0.695,0.089,40.23777021501467,2.9657572741944933,50.0,91.70853668468902,-2.0464470284167517
821,203.546606,-6.203013,NGC_2186,93.0216,5.4521,108,0.405,0.109,-1.967,0.143,0.412,0.057,,,2029,97,8.173,0.127,-0.153,0.052,1.058,0.05,,,,93.03120320491044,5.45110656923718
822,173.42637,10.651152,NGC_2192,93.8238,39.8435,157,0.189,0.149,-1.977,0.117,0.219,0.105,,,3485,196,9.113,0.03,-0.181,0.052,0.613,0.056,13.895467451237185,4.156674107380036,12.0,93.8206704301083,39.84769702668494
823,197.250959,-2.334901,NGC_2194,93.4511,12.813,795,0.524,0.18,-1.466,0.195,0.265,0.08,41.623,1.379,2869,83,8.823,0.05,-0.067,0.066,1.562,0.075,9.230228701115454,1.4389122537448096,28.0,93.43580325236717,12.81194528624611
824,226.024771,-16.116731,NGC_2204,93.8823,-18.6789,564,-0.556,0.142,1.978,0.153,0.212,0.072,92.492,0.665,4114,117,9.316,0.027,-0.175,0.044,0.183,0.025,92.09600943930393,0.5239248118970793,41.0,93.88494292088352,-18.669918248480585
825,215.970114,-10.129816,NGC_2215,95.1693,-7.2751,124,0.427,0.171,-3.667,0.176,1.019,0.06,-2.156,1.776,897,25,8.876,0.031,0.051,0.125,0.661,0.112,-3.753717703265596,2.373278366117458,50.0,95.19101156757608,-7.262068902796848
826,218.783086,-9.866116,NGC_2225,96.6463,-9.6436,60,-0.257,0.124,0.491,0.089,0.287,0.049,,,2716,289,9.135,0.023,0.012,0.073,1.395,0.069,38.1826394282258,2.6951972527665125,12.0,96.65131389581472,-9.643047640690268
827,214.409687,-7.483456,NGC_2232,96.855,-4.7118,172,-4.739,0.294,-1.869,0.283,3.075,0.119,25.516,4.658,322,1,7.486,0.041,0.016,0.068,0.162,0.065,25.04240632073692,2.683742302163286,52.0,96.88623926112116,-4.79392193165311
828,204.36635,-1.687627,NGC_2236,97.4214,6.8384,420,-0.754,0.159,-0.003,0.174,0.36,0.074,59.362,0.55,2418,129,8.951,0.058,-0.1,0.058,1.651,0.09,60.17491641975422,2.185386518062371,34.0,97.4156386076596,6.830812570968536
829,239.477533,-18.013859,NGC_2243,97.3918,-31.2826,498,-1.282,0.136,5.489,0.145,0.217,0.061,59.611,0.833,3996,88,9.537,0.036,-0.482,0.06,0.265,0.029,59.648805774106,1.1895703820589778,19.0,97.39457614222088,-31.281010203677383
830,206.378151,-1.987083,NGC_2244,98.0882,4.9167,442,-1.563,0.475,0.186,0.433,0.605,0.136,92.271,1.184,1254,89,7.111,0.09,-0.214,0.084,1.571,0.063,92.2503311295158,1.5509146029698329,48.0,98.02061292725178,4.8961963003790405
831,121.947187,-1.077522,NGC_225,10.7771,61.7783,36,-5.4,0.181,-0.079,0.117,1.428,0.031,-1.478,9.624,678,13,8.348,0.218,0.202,0.131,0.924,0.074,-10.229016031134671,4.735896097914469,18.0,10.820222896200065,61.75842612038788
832,203.598407,0.12696,NGC_2251,98.6874,8.3575,123,0.676,0.255,-3.824,0.179,0.647,0.071,26.138,0.473,1307,60,8.512,0.186,-0.092,0.09,0.921,0.099,25.60467762786126,0.4673417364685951,20.0,98.67884375958845,8.332330289950857
833,204.331914,0.036336,NGC_2254,98.9471,7.6646,132,-0.148,0.183,-0.948,0.164,0.362,0.08,,,2119,87,8.034,0.537,-0.147,0.058,1.722,0.058,48.86367084801336,2.539996851600305,3.0,98.94850615798704,7.670158955098755
834,201.774206,2.105803,NGC_2259,99.621,10.8863,116,-0.266,0.222,-1.062,0.194,0.308,0.107,,,2342,78,8.527,0.428,-0.152,0.106,1.847,0.093,64.6268106815241,1.6115829156058044,4.0,99.63887444367364,10.880323189082134
835,210.55836,-2.105343,NGC_2262,99.903,1.1507,238,0.289,0.185,0.109,0.163,0.228,0.108,,,2908,188,9.013,0.055,-0.107,0.039,2.185,0.067,59.97003523344405,3.426771847612488,17.0,99.90262913103518,1.1437478448061296
836,202.936113,2.164911,NGC_2264,100.214,9.8806,131,-1.71,0.388,-3.742,0.218,1.361,0.087,19.43,9.181,702,7,6.847,0.051,-0.184,0.11,0.404,0.08,16.490746735713586,7.067596182038415,28.0,100.23540964129164,9.876409557341104
837,187.78379,10.297874,NGC_2266,100.8304,26.9769,238,-0.483,0.148,-1.276,0.148,0.265,0.066,,,3319,131,9.036,0.031,-0.163,0.041,0.363,0.033,53.46365209103851,3.185953852365431,18.0,100.8341621036381,26.97366115482037
838,207.886086,0.296308,NGC_2269,100.8183,4.625,50,-1.175,0.165,-0.513,0.154,0.44,0.062,,,1937,132,8.73,0.204,-0.1,0.16,1.162,0.187,42.66781622176429,11.484238588511523,3.0,100.82168365573168,4.62462105702554
839,174.933668,16.875461,NGC_2281,102.0788,41.0475,386,-2.953,0.299,-8.309,0.301,1.89,0.097,17.746,2.304,518,2,8.771,0.061,-0.037,0.061,0.426,0.069,19.11315093603978,1.2961510334270756,160.0,102.06359477296444,41.0416873695158
840,215.321234,-2.282327,NGC_2286,101.9156,-3.1662,161,0.182,0.158,-1.476,0.147,0.408,0.086,33.556,0.926,1999,98,8.753,0.048,-0.099,0.085,1.174,0.098,33.46767470849718,0.9127564854547368,8.0,101.91938154170089,-3.15895152368422
841,230.970399,-10.417471,NGC_2287,101.5084,-20.7014,640,-4.335,0.223,-1.389,0.238,1.354,0.061,24.396,1.532,705,9,8.48,0.094,-0.1,0.004,0.17,0.036,23.262054968393816,1.1053205655506433,309.0,101.4808523450692,-20.704094082441205
842,212.553746,0.296356,NGC_2301,102.9508,0.4717,436,-1.369,0.217,-2.188,0.195,1.135,0.074,25.732,1.305,852,15,8.267,0.059,0.057,0.043,0.225,0.052,25.90986151579605,1.318986853863272,159.0,102.94756181262146,0.4638449805744757
843,219.301552,-3.11519,NGC_2302,102.9835,-7.0867,58,-1.468,0.144,-0.2,0.194,0.818,0.081,,,1162,27,8.038,0.186,-0.025,0.043,0.733,0.119,37.81162991539697,2.454218710316188,10.0,102.97846237429286,-7.085653556199518
844,197.213253,8.90097,NGC_2304,103.8029,17.9845,118,-0.023,0.137,-1.538,0.12,0.215,0.071,62.074,1.818,3871,153,8.949,0.043,-0.1,0.039,0.245,0.09,64.23724861794992,2.3337505021213736,9.0,103.80101754761814,17.984434741817147
845,219.853339,-2.242994,NGC_2309,104.0189,-7.1816,220,-0.496,0.131,-0.649,0.134,0.397,0.067,,,2076,71,8.343,0.136,-0.111,0.073,1.326,0.041,54.85507118508991,2.8779333535978866,4.0,104.01984921520632,-7.177545899240247
846,217.773582,-0.681192,NGC_2311,104.4636,-4.6192,99,-1.348,0.212,0.938,0.18,0.468,0.071,,,1839,62,7.777,0.175,-0.079,0.057,1.092,0.091,,,,104.44748361875736,-4.610812889781296
847,226.160536,-4.513175,NGC_2318,104.8655,-13.8223,143,-1.781,0.135,-2.194,0.137,0.717,0.047,8.652,0.264,1227,83,8.726,0.088,0.009,0.02,0.954,0.184,8.406107097854447,0.7998462421177132,32.0,104.86760426528927,-13.815188330864157
848,221.664855,-1.33683,NGC_2323,105.6665,-8.3794,853,-0.691,0.283,-0.62,0.204,0.999,0.059,18.062,1.057,948,20,8.628,0.134,0.0,0.061,0.679,0.1,6.306612738892907,1.8450723489012053,268.0,105.6946551558975,-8.36127030499843
849,213.445861,3.29795,NGC_2324,106.0291,1.0464,304,-0.308,0.113,-0.096,0.101,0.189,0.059,43.948,1.319,3701,101,8.751,0.045,-0.216,0.058,0.767,0.059,47.0987552573289,0.9116101889089316,19.0,106.03476713722964,1.0453721981417814
850,223.577245,-1.198897,NGC_2335,106.6787,-10.0153,192,-0.793,0.146,-0.658,0.144,0.581,0.07,,,1462,82,7.812,0.22,-0.071,0.101,1.48,0.076,27.07725721647176,9.62329588364102,12.0,106.69990188632744,-10.027957657597428
851,224.264974,-1.168268,NGC_2343,107.0277,-10.6118,64,0.209,0.171,-0.184,0.129,0.898,0.037,,,1068,36,8.174,0.088,0.063,0.11,0.743,0.078,15.307999534070342,0.4894702092417713,12.0,107.022701322001,-10.61780817225168
852,226.588436,-2.319426,NGC_2345,107.0742,-13.2034,469,-1.331,0.123,1.333,0.12,0.347,0.056,59.546,0.265,2428,88,7.86,0.259,-0.1,0.084,1.892,0.073,58.61101209645381,0.3023014725272951,14.0,107.07629947171432,-13.19208916865758
853,224.688884,0.392302,NGC_2353,108.634,-10.266,218,-1.114,0.157,0.721,0.153,0.826,0.06,,,1140,16,8.127,0.185,-0.055,0.049,0.522,0.046,18.381818420822015,7.184948271815688,64.0,108.64387464725654,-10.256487012013087
854,238.401094,-6.835006,NGC_2354,108.5152,-25.7385,275,-2.89,0.138,1.817,0.149,0.752,0.037,36.157,0.721,1258,42,9.21,0.034,-0.147,0.025,0.531,0.058,35.322715700421,0.6023604088357695,108.0,108.48524014055876,-25.71843794660944
855,203.370885,11.813119,NGC_2355,109.2476,13.7711,280,-3.82,0.175,-1.073,0.175,0.491,0.062,36.697,0.584,1794,41,9.092,0.031,0.019,0.033,0.323,0.018,35.8990528670032,0.940713365545628,25.0,109.24956996364432,13.768768971292491
856,231.031293,-2.269042,NGC_2358,109.2462,-17.1171,92,-1.352,0.104,0.523,0.114,1.067,0.055,27.881,0.353,900,38,8.762,0.062,-0.013,0.094,0.374,0.073,28.040922125672992,1.1171819997748471,40.0,109.28178090808416,-17.14353227034457
857,229.801312,-1.410903,NGC_2360,109.4404,-15.6295,687,0.389,0.195,5.608,0.187,0.9,0.056,28.386,0.585,1054,21,9.103,0.03,-0.045,0.06,0.41,0.063,28.3932270094458,0.8825898183474252,221.0,109.43712845437126,-15.637321861268578
858,238.173669,-5.54456,NGC_2362,109.6718,-24.9487,142,-2.779,0.176,2.95,0.231,0.743,0.077,,,1233,57,7.156,0.13,-0.104,0.073,0.43,0.038,34.732372415284665,4.247250318285637,31.0,109.67751983469262,-24.95810714168832
859,235.581921,-3.827803,NGC_2367,110.0269,-21.8644,41,-1.72,0.137,2.51,0.161,0.4,0.07,,,1722,244,7.49,0.394,-0.065,0.125,1.025,0.156,,,,110.03579906363996,-21.87635325611035
860,228.39832,1.046596,NGC_2374,110.9997,-13.2363,78,-4.687,0.13,0.656,0.107,0.753,0.073,,,1181,50,8.549,0.077,0.041,0.127,0.534,0.049,52.492775293019214,1.5432833330262716,31.0,111.02388415917034,-13.253717418185966
861,235.272913,-2.457351,NGC_2383,111.1716,-20.9492,254,-1.647,0.11,1.909,0.139,0.289,0.063,71.627,0.459,2815,79,8.382,0.091,-0.174,0.043,1.175,0.031,71.03242196987149,0.2623798733540701,7.0,111.17419901861322,-20.950465555980465
862,235.389197,-2.392835,NGC_2384,111.2913,-21.0211,80,-2.303,0.185,3.118,0.22,0.33,0.132,,,2494,179,7.318,0.228,-0.147,0.209,0.976,0.098,,,,111.28667140124256,-21.019272161055152
863,227.524343,2.607446,NGC_2396,111.9828,-11.727,169,-1.514,0.132,-0.237,0.091,0.653,0.058,,,1413,60,8.23,0.225,-0.081,0.085,0.539,0.093,17.0229278602573,6.220163004108311,17.0,111.96403299056264,-11.721116414140882
864,229.664329,1.853011,NGC_2401,112.3487,-13.9663,80,-1.367,0.137,1.66,0.119,0.198,0.077,,,3940,165,8.322,0.046,-0.168,0.081,1.044,0.04,,,,112.35365641295247,-13.968383919458724
865,231.403221,1.938895,NGC_2414,113.2898,-15.4493,152,-1.409,0.095,1.414,0.107,0.161,0.074,,,3624,197,7.752,0.244,-0.198,0.078,1.672,0.042,,,,113.29751416608416,-15.449965767610928
866,198.112334,19.64143,NGC_2420,114.6052,21.5716,420,-1.202,0.166,-2.124,0.138,0.363,0.067,74.291,1.001,2435,46,9.347,0.024,-0.1,0.035,0.117,0.015,73.7859232129709,0.9452614085068328,49.0,114.60322049685792,21.57486625681828
867,236.285684,0.056475,NGC_2421,114.0504,-20.631,426,-3.147,0.097,3.093,0.107,0.345,0.053,,,2406,83,7.874,0.127,-0.1,0.07,1.451,0.046,57.1057113531179,0.9969728695809033,7.0,114.05026663116756,-20.63004512794128
868,230.95633,3.126867,NGC_2422,114.1419,-14.4834,433,-7.053,0.272,0.968,0.274,2.069,0.073,35.75,3.419,477,3,8.19,0.097,0.132,0.054,0.307,0.043,35.5196170490178,2.322917869210525,195.0,114.15063002945811,-14.485950038795467
869,230.459257,3.569974,NGC_2423,114.2927,-13.8344,425,-0.729,0.166,-3.642,0.171,1.043,0.054,19.996,0.619,924,14,9.037,0.033,0.122,0.038,0.296,0.065,18.59406604871332,0.9356684610705096,199.0,114.29795225249325,-13.873768657106398
870,231.509089,3.295257,NGC_2425,114.5717,-14.8835,251,-3.561,0.176,1.997,0.169,0.254,0.076,103.045,0.56,2714,123,9.604,0.071,0.047,0.089,0.836,0.06,103.33292761455654,0.8925721300801055,23.0,114.5813122132982,-14.886344277425534
871,233.086477,2.689598,NGC_2428,114.8232,-16.5537,175,-3.309,0.165,2.461,0.122,0.712,0.053,52.788,0.339,1262,31,8.871,0.028,-0.043,0.064,0.317,0.077,52.42875880132468,0.8166734913664636,33.0,114.82697438150116,-16.53840569268791
872,235.479374,1.774574,NGC_2432,115.2217,-19.0856,187,-0.69,0.111,1.611,0.127,0.493,0.05,51.48,0.521,1651,51,8.971,0.031,0.014,0.105,0.735,0.095,50.84109200759766,0.4962241733150487,18.0,115.22146430481747,-19.07977933631213
873,231.94703,4.00808,NGC_2437,115.4363,-14.9154,952,-3.837,0.171,0.371,0.151,0.609,0.065,54.544,0.361,1521,60,8.709,0.049,0.011,0.071,0.437,0.033,50.19687889645952,0.9404638467917572,95.0,115.44451431089205,-14.863356321554756
874,246.43915,-4.464237,NGC_2439,115.1881,-31.6893,538,-2.293,0.105,3.15,0.12,0.238,0.049,,,3386,136,7.334,0.081,-0.117,0.074,1.35,0.024,68.35843440134425,0.6289843755121715,4.0,115.19534372449344,-31.694902880524
875,240.061332,0.155275,NGC_2447,116.157,-23.866,740,-3.577,0.2,5.048,0.185,0.975,0.062,22.392,0.499,1004,10,8.825,0.029,-0.051,0.01,0.116,0.038,22.053218262744533,0.6929819649758113,259.0,116.13456029851682,-23.85131354863127
876,240.859899,-0.395455,NGC_2448,116.0712,-24.8329,133,-3.436,0.117,2.927,0.136,0.882,0.051,,,1073,34,8.147,0.213,-0.107,0.056,0.274,0.089,30.452874833889567,4.574998376813372,52.0,116.04473179955556,-24.87145242462119
877,252.449792,-7.272563,NGC_2451A,115.752,-38.2784,313,-21.058,0.919,15.332,0.727,5.15,0.129,23.266,1.743,193,1,7.737,0.047,0.05,0.057,0.067,0.038,24.518962815879046,1.1823282175411038,105.0,115.77992333893133,-38.25810187351763
878,252.181157,-6.893263,NGC_2451B,116.0083,-37.861,258,-9.628,0.594,4.715,0.435,2.719,0.103,16.949,3.091,360,3,7.659,0.064,0.05,0.054,0.308,0.06,15.234061448951753,1.5786477595879935,103.0,116.1385108484997,-37.97548183638688
879,243.267519,-0.941777,NGC_2453,116.8895,-27.1895,124,-2.331,0.091,3.403,0.093,0.22,0.062,,,3842,283,7.498,0.265,-0.171,0.063,1.624,0.079,,,,116.89919166896335,-27.192506918438784
880,238.367276,2.336493,NGC_2455,117.2765,-21.3052,130,-2.757,0.077,2.701,0.077,0.297,0.042,68.964,0.452,2550,157,8.538,0.193,-0.222,0.107,1.066,0.062,68.23266184267129,0.4560605490499736,5.0,117.2845404981673,-21.29668920462349
881,253.57061,-5.839531,NGC_2477,118.0443,-38.5372,1870,-2.455,0.186,0.866,0.211,0.667,0.04,8.713,0.596,1351,47,8.973,0.041,0.075,0.025,1.19,0.079,7.628032862463561,0.679085396462689,406.0,118.04920409281183,-38.537025808562
882,235.993119,5.354093,NGC_2479,118.7555,-17.7312,133,-4.334,0.118,1.059,0.084,0.623,0.07,40.969,0.577,1501,61,9.086,0.047,-0.104,0.123,0.259,0.066,40.46828819921919,0.5321726620799098,27.0,118.7637177097985,-17.723704478490006
883,241.627133,2.028375,NGC_2482,118.795,-24.2627,126,-4.708,0.118,2.209,0.181,0.727,0.061,39.007,0.343,1308,71,8.672,0.064,0.031,0.139,0.303,0.07,38.70338096272191,0.9633479669241308,25.0,118.80211627315512,-24.265273404931463
884,246.710644,-0.769637,NGC_2489,119.0647,-30.0597,278,-2.53,0.11,2.084,0.154,0.47,0.041,38.798,0.417,1940,122,8.402,0.239,0.313,0.136,1.531,0.074,38.7022947343173,0.3212268709127856,17.0,119.0644513831754,-30.06353445820081
885,230.57165,9.937557,NGC_2506,120.0106,-10.7752,1449,-2.569,0.167,3.911,0.126,0.296,0.085,83.049,0.872,3231,40,9.322,0.024,-0.247,0.055,0.261,0.049,83.66625494911693,0.7166356277558081,87.0,120.01425839459436,-10.7727329545241
886,237.845609,5.844325,NGC_2509,120.1998,-19.0583,250,-2.708,0.098,0.766,0.089,0.364,0.041,61.087,0.697,2411,118,9.18,0.044,0.082,0.137,0.326,0.066,60.65952461886759,0.726597503763559,76.0,120.20121167106971,-19.055613031509715
887,273.853273,-15.855988,NGC_2516,119.5506,-60.7854,785,-4.704,0.473,11.221,0.383,2.417,0.049,24.429,2.258,408,1,8.442,0.085,-0.008,0.028,0.449,0.05,23.694435359274824,1.50354933747926,368.0,119.4918014171101,-60.80258507677707
888,246.044655,1.877424,NGC_2527,121.2373,-28.0986,348,-5.554,0.273,7.282,0.221,1.532,0.072,40.043,1.135,630,8,8.903,0.082,-0.019,0.045,0.232,0.057,39.86863169778588,0.7813234195493521,184.0,121.26157823854852,-28.119034271091603
889,247.794472,1.315725,NGC_2533,121.7693,-29.8758,102,-3.178,0.079,5.039,0.071,0.334,0.04,34.631,1.412,2613,180,8.871,0.066,-0.103,0.08,1.307,0.121,35.443653546499505,0.5673656534965247,8.0,121.77194085502084,-29.868193479123747
890,233.720835,11.105435,NGC_2539,122.657,-12.8345,514,-2.332,0.144,-0.592,0.158,0.76,0.067,29.24,0.514,1243,50,8.883,0.035,0.015,0.087,0.215,0.006,29.30118262729201,0.7980374186390299,139.0,122.67078839877014,-12.830884368897571
891,254.912741,-1.99703,NGC_2546,123.0907,-37.6492,148,-3.769,0.091,3.86,0.177,1.035,0.058,15.907,0.353,938,24,8.158,0.069,0.112,0.09,0.561,0.039,15.30924603035448,0.6872790909576916,75.0,123.06613615619987,-37.67016697835133
892,264.414699,-8.607583,NGC_2547,122.4841,-49.1783,222,-8.597,0.304,4.24,0.277,2.546,0.072,13.694,1.798,386,0,7.592,0.024,-0.014,0.053,0.289,0.059,12.63011381862584,1.8217822117725475,77.0,122.52821102723811,-49.21155362459314
893,227.82951,15.382962,NGC_2548,123.3996,-5.7192,463,-1.323,0.232,1.039,0.22,1.284,0.07,8.792,1.199,747,17,8.717,0.027,0.032,0.061,0.119,0.033,8.359011061126521,1.1847761670619592,221.0,123.3877977253822,-5.733993369830298
894,249.794268,2.984889,NGC_2567,124.6558,-30.6259,91,-2.961,0.08,2.579,0.085,0.539,0.031,36.59,0.406,1604,33,8.7,0.042,-0.062,0.042,0.372,0.049,36.51296702132407,0.5035486084157362,15.0,124.64773715785702,-30.641686066835923
895,249.120119,3.513221,NGC_2571,124.7244,-29.7723,163,-4.89,0.211,4.271,0.203,0.723,0.075,,,1293,46,7.517,0.138,0.058,0.106,0.419,0.041,42.45156092314881,7.069160036155201,36.0,124.71676509343072,-29.761422252914667
896,249.874695,3.672139,NGC_2580,125.3667,-30.3045,33,-2.293,0.088,1.898,0.075,0.196,0.03,66.704,0.936,3913,257,8.742,0.036,-0.131,0.108,0.583,0.105,68.58641540854998,1.015434431689882,8.0,125.3650082125006,-30.305755534255297
897,249.441947,4.465664,NGC_2587,125.837,-29.4984,148,-4.259,0.089,3.58,0.096,0.303,0.049,68.734,2.864,2795,139,8.565,0.141,-0.122,0.111,0.636,0.091,59.69132363960728,0.8927628094255409,5.0,125.86482536554958,-29.50298873657752
898,252.276996,2.458414,NGC_2588,125.7989,-32.9676,43,-1.897,0.125,2.51,0.126,0.193,0.073,,,4297,350,8.6,0.145,-0.142,0.074,1.237,0.12,,,,125.79793265854714,-32.974786451323425
899,251.579636,6.648978,NGC_2627,129.3083,-29.953,339,-2.392,0.146,2.876,0.13,0.522,0.044,28.656,0.516,1696,41,9.337,0.021,-0.165,0.058,0.389,0.047,28.065925262267736,0.6764907619481293,99.0,129.31088674070665,-29.95263213184776
900,205.962401,32.427629,NGC_2632,130.0569,19.6131,673,-36.148,1.21,-12.95,0.959,5.349,0.144,34.892,0.836,186,0,8.882,0.035,0.196,0.039,0.032,0.017,34.49876604959104,0.5260133338586522,325.0,130.01565827584042,19.617697090824404
901,255.614527,3.962558,NGC_2635,129.6248,-34.7783,171,-2.501,0.095,2.17,0.113,0.144,0.054,73.569,1.055,4049,167,8.72,0.066,-0.218,0.117,1.25,0.061,71.80787013896115,0.9594238591829596,13.0,129.61840688688127,-34.77901729676577
902,264.793441,-2.896903,NGC_2645,129.7813,-46.2318,54,-5.878,0.099,5.081,0.101,0.523,0.031,,,1737,50,7.285,0.138,0.126,0.086,1.401,0.1,1.6471521089733094,8.82298024731684,3.0,129.77025105247185,-46.23609624688971
903,254.559579,6.06913,NGC_2658,130.8649,-32.6621,383,-2.483,0.092,2.265,0.114,0.197,0.052,54.314,0.663,3527,83,8.732,0.061,-0.112,0.067,1.002,0.085,52.211723791015984,0.6980989169426038,11.0,130.8681944845683,-32.66159383937444
904,264.18157,-1.671301,NGC_2659,130.633,-44.9985,91,-5.364,0.199,5.028,0.147,0.435,0.065,,,1815,75,7.608,0.166,-0.08,0.142,1.528,0.078,8.888637018577512,2.396034431161381,4.0,130.638185897005,-44.99454930894045
905,265.931339,-3.006684,NGC_2660,130.6677,-47.1983,401,-2.744,0.139,5.167,0.163,0.307,0.066,22.622,1.113,2642,105,9.076,0.068,0.01,0.03,1.458,0.148,22.28475441729278,0.7857652333666284,31.0,130.66548243595548,-47.20099039780687
906,270.828722,-6.07561,NGC_2669,131.607,-52.9328,217,-4.127,0.171,4.654,0.186,0.85,0.048,21.94,0.298,1110,24,8.229,0.172,0.127,0.05,0.845,0.065,21.445811674030143,0.6841904993723493,35.0,131.5969411284718,-52.92805757621537
907,267.493129,-3.631409,NGC_2670,131.3747,-48.81,207,-5.381,0.152,3.606,0.143,0.651,0.046,,,1474,76,7.968,0.217,0.304,0.103,1.306,0.104,10.52609784892794,5.294456953337001,13.0,131.38597439148336,-48.79560662005472
908,262.158351,0.789679,NGC_2671,131.5619,-41.8849,163,-1.538,0.171,0.92,0.169,0.689,0.035,7.281,0.556,1373,58,8.438,0.401,0.219,0.131,2.667,0.081,7.633461683497988,0.9853829266172616,13.0,131.54980164030422,-41.87873649257959
909,215.691918,31.922431,NGC_2682,132.8478,11.8141,686,-11.001,0.218,-2.963,0.222,1.138,0.053,34.045,0.586,865,18,9.575,0.028,0.072,0.052,0.127,0.039,33.75586044686916,0.6506446651993265,350.0,132.85211854482304,11.81064138868852
910,261.99959,8.610537,NGC_2818,139.0449,-36.6214,270,-4.43,0.089,4.53,0.089,0.277,0.046,21.849,1.185,2759,160,9.067,0.039,-0.099,0.092,0.519,0.082,20.808915017638785,0.7146532526560877,19.0,139.03728086951378,-36.62230695858044
911,265.276183,6.362547,NGC_2849,139.8524,-40.5211,150,-4.285,0.116,3.506,0.123,0.15,0.066,,,4773,351,9.098,0.067,-0.177,0.084,1.373,0.101,75.76596171984662,3.328850672196635,9.0,139.8485837609644,-40.51919623135955
912,273.118995,-0.765259,NGC_2866,140.5228,-51.0981,90,-5.122,0.138,4.645,0.145,0.329,0.074,,,2367,83,8.285,0.194,0.028,0.096,1.916,0.091,,,,140.52601317200512,-51.101345787743895
913,275.317977,-1.170411,NGC_2910,142.6359,-52.9167,132,-6.771,0.201,6.177,0.182,0.748,0.04,,,1234,50,8.185,0.13,0.146,0.097,0.764,0.057,4.616267141938845,7.725875155354369,6.0,142.64908717564228,-52.91154282894569
914,275.968053,-1.257228,NGC_2925,143.3316,-53.4227,93,-8.535,0.165,5.317,0.199,1.286,0.049,3.503,3.482,749,16,8.366,0.126,0.042,0.091,0.257,0.079,1.7257039135118275,3.88907784693378,41.0,143.3266662574052,-53.42788422372462
915,274.692039,1.752756,NGC_2972,145.0532,-50.3308,91,-5.092,0.154,2.501,0.143,0.487,0.049,21.104,0.529,1742,83,8.648,0.249,0.051,0.125,1.529,0.195,20.363212071078845,0.7482373892986272,5.0,145.06255509990845,-50.320655348341525
916,279.592778,-2.062736,NGC_3033,147.1602,-56.4132,102,-7.542,0.148,4.273,0.132,0.535,0.037,26.895,0.798,1683,85,8.786,0.23,0.015,0.167,1.132,0.207,26.98040632111912,1.0137982346017795,9.0,147.15127817717087,-56.41337178133387
